2482  連宇  04300000010161582000382013111508050101000      
2483  百容  04000000010162037000032013111508050101000      
2484  希華  04000000010169369000722013111508050101000      
2485  兆赫  03900000010129188002172013111508050101000      
2486  一詮  03800000010151948000742013111508050101000      
2488  漢平  04300000010131812000552013111508050101000      
2489  瑞軒  03800000010150002002522013111508050101000      
24894 瑞軒四101000008002                        01000      
2491  吉祥全038001000101                        01000      
2492  華新科04000000010199999001062013111508050101000      
2493  揚博  04000000010139890000402013111508050101000      
2495  普安  04300000010154236001502013111508050101000      
2496  卓越  039001000101                        01000      
2497  怡利電04300000010117604000672013111508050101000      
2498  宏達電03900030010104837002042013111508050101000      
2499  東貝  03800000010143867006582013111508050101000      
24993 東貝三101000008002                        01000      
2501  國建  02800400010144856002542013111508050101000      
2504  國產  02800000010175072008402013111508050101000      
2505  國揚  02800000010145979004592013111508050101000      
25052 國揚二101000008002                        01000      
2506  太設  02800000010184339000502013111508050101000      
2509  全坤建02800000010138774000502013111508050101000      
2511  太子  02800400010148770002942013111508050101000      
2514  龍邦  03300000010164565036762013111508050101000      
2515  中工  02800000010199799009592013111508050101000      
2516  新建  02800000010199999001202013111508050101000      
2520  冠德  02800000010124499002552013111508050101000      
2524  京城  02800000010131559000382013111508050101000      
2527  宏璟  02800000010148713007502013111508050101000      
2528  皇普  028000000101                        01000      
25281 皇普一101000008002                        01000      
2530  華建  02800000010176478000262013111508050101000      
2534  宏盛  02800000010135833007812013111508050101000      
2535  達欣工02800000010132421000392013111508050101000      
2536  宏普  02800000010129325002012013111508050101000      
25362 宏普二101000008002                        01000      
2537  聯上發02800000010155933000002013111508050101000      
25372 聯開二101000008002                        01000      
25373 聯開三101000008002                        01000      
25374 聯開四101000008002                        01000      
25375 聯開五101000008002                        01000      
2538  基泰  02800000010142565002602013111508050101000      
25382 基泰二101000008002                        01000      
25383 基泰三101000008002                        01000      
2539  櫻花建02800000010136852000002013111508050101000      
2540  愛山林028001000101                        01000      
2542  興富發02800400010113523000232013111508050101000      
2543  皇昌  028000000101                        01000      
2545  皇翔  02800400010115143000362013111508050101000      
2546  根基  02800000010156914000372013111508050101000      
2547  日勝生028000000101                        01000      
25473 日勝三101000008002                        01000      
25474 日勝四101000008002                        01000      
2548  華固  02800400010110423000002013111508050101000      
2596  綠意  11000000010261908000002013111508050101000      
25961 綠意一101000008002                        01000      
2597  潤弘  02800000010115070000002013111508050101000      
2601  益航  02900000010145158002952013111508050101000      
2603  長榮  02900420010153609002742013111508050101000      
26033 長榮三101000008002                        01000      
2605  新興  02900000010133350000172013111508050101000      
2606  裕民  02900420010118357000002013111508050101000      
2607  榮運  02900400010146290003722013111508050101000      
2608  大榮  02900000010121040000212013111508050101000      
2609  陽明  02900420010172651001702013111508050101000      
26094 陽明四101000008002                        01000      
2610  華航  029004200101                        01000      
2611  志信  02900000010181676000152013111508050101000      
2612  中航  02900000010125044000222013111508050101000      
2613  中櫃  02900000010147316000682013111508050101000      
2614  東森  029000000101                        01000      
2615  萬海  02900420010159961000192013111508050101000      
2616  山隆  03500000010136849000002013111508050101000      
2617  台航  02900000010134901000122013111508050101000      
2618  長榮航02900420010155134004052013111508050101000      
2636  台驊  11100000010243676000002013111508050101000      
26361 台驊一101000008002                        01000      
2637  F-慧洋02900000010125436000002013111508050101000      
26371 慧洋一101000008002                        01000      
2640  大車隊13000000010206986000002013111508050101000      
2701  萬企  03000000010161420000002013111508050101000      
2702  華園  03000000010148672000002013111508050101000      
2704  國賓  03000000010131094001372013111508050101000      
2705  六福  03000000010174092002092013111508050101000      
2706  第一店03000000010147518000002013111508050101000      
2707  晶華  03000400010102710000022013111508050101000      
27071 晶華一101000008002                        01000      
2718  桃園店112000000102                        01000      
2719  燦星旅11200000010241905000002013111508050101000      
2722  夏都  03000000010126620000002013111508050101000      
2723  F-美食03000400010104732000002013111508050101000      
2724  F-富驛112000000102                        01000      
27241 富驛一101000008002                        01000      
2727  王品  03000400010101977000082013111508050101000      
2729  瓦城  112000000102                        01000      
2731  雄獅  030000000101                        01000      
2801  彰銀  03100030010151457003122013111508050101000      
2809  京城銀03100400010134289001732013111508050101000      
2812  台中銀03100400010184205001022013111508050101000      
28121 台中一101000008002                        01000      
2816  旺旺保03100000010142148000312013111508050101000      
2820  華票  03100000010176797000352013111508050101000      
2823  中壽  03100400010132289003052013111508050101000      
2832  台產  03100000010138570000032013111508050101000      
2833  台壽保03100000010134563001612013111508050101000      
2833A 台壽甲031000000801                        01000      
2834  臺企銀03100420010199999003992013111508050101000      
2836  高雄銀03100000010195935001112013111508050101000      
2837  萬泰銀03100000010162398000772013111508050101000      
2838  聯邦銀03100000010184706000592013111508050101000      
2841  台開  02800000010199999001832013111508050101000      
2845  遠東銀03100400010175500000182013111508050101000      
2847  大眾銀03100000010188725006552013111508050101000      
2849  安泰銀03100000010161360000432013111508050101000      
2850  新產  03100000010139162000002013111508050101000      
2851  中再保03100000010164648001012013111508050101000      
2852  第一保03100000010146365000472013111508050101000      
2855  統一證03100400010155711000102013111508050101000      
2856  元富證03100000010194255000782013111508050101000      
2867  三商壽03100000010144470002242013111508050101000      
2880  華南金03100030010153854000382013111508050101000      
2881  富邦金03100030010121532005552013111508050101000      
2882  國泰金03100030010120250007232013111508050101000      
2883  開發金03100030010199999052152013111508050101000      
2884  玉山金03100030010146231003042013111508050101000      
2885  元大金03100030010158393002342013111508050101000      
28851 元金一101000008002                        01000      
2886  兆豐金03100030010137585000042013111508050101000      
288601兆豐E1101000000102                        01000      
2887  台新金03100030010161323019102013111508050101000      
2888  新光金03100420010187717031462013111508050101000      
28883 新金二101000008002                        01000      
2889  國票金03100400010190212004852013111508050101000      
2890  永豐金031000300101                        01000      
2891  中信金03100030010147404000922013111508050101000      
2892  第一金03100030010150732004282013111508050101000      
2901  欣欣  03200000010128320000002013111508050101000      
2903  遠百  03200420010131140001472013111508050101000      
29031 遠百一101000008002                        01000      
2904  匯僑  03300000010135607000002013111508050101000      
2905  三商行03200000010139986000392013111508050101000      
2906  高林  03200000010183205000002013111508050101000      
2908  特力  03200000010139857000002013111508050101000      
2910  統領  03200000010131495000002013111508050101000      
2911  麗嬰房03200000010140275000132013111508050101000      
29111 麗嬰一101000008002                        01000      
2912  統一超03200030010104604000012013111508050101000      
2913  農林  03200000010139319002442013111508050101000      
29131 農林一101000008002                        01000      
29132 農林二101000008002                        01000      
2915  潤泰全03200400010111416001722013111508050101000      
29151 潤全一101000008002                        01000      
2916  滿心  11500000010267927000002013111508050101000      
