序,證券商,成交單價,買進股數,賣出股數
85,116Z,12.90,"1,000",0
86,116Z,13.05,"1,000",0
87,1232  彰銀七賢,12.70,0,"12,000"
88,1232,12.95,0,58
89,1264  宏遠南京,13.05,0,"3,000"
90,126L  宏遠台中,12.75,0,"1,000"
91,1520  瑞士信貸,12.45,"3,000",0
92,1520,12.55,"1,000",0
93,1520,12.75,0,"3,000"
94,1530  德意志,12.55,"1,000",0
95,1530,12.75,0,"9,000"
96,1530,12.80,0,"1,000"
97,2180  亞    東,12.50,0,"2,000"
98,2185  亞東台南,12.95,0,469
99,2185,13.05,0,"8,000"
100,2188  亞東雙和,12.85,0,"1,000"
101,5050  大    展,12.60,0,"5,000"
102,5268  大慶台南,12.90,0,"10,000"
103,526K  大慶富順,12.95,0,823
104,5320  高    橋,12.60,0,"10,000"
105,5320,12.75,0,"20,000"
106,5320,12.80,"10,000","20,000"
107,5320,12.85,0,"20,000"
108,5320,12.95,"5,000","10,000"
109,5320,13.05,0,"1,000"
110,5321  高橋龍潭,12.80,"1,000",0
111,5323  高橋內壢,12.50,0,"3,000"
112,5323,12.75,0,"15,000"
113,5323,12.95,0,724
114,5389  第一中山,12.55,"2,000",0
115,5389,12.90,0,"5,000"
116,5389,12.95,0,"5,000"
117,538C  第一光復,12.85,"1,000",0
118,538I  第一頭份,12.50,"7,000",0
119,538V  第一灣內,12.70,"1,000",0
120,538V,12.80,"1,000",0
121,538V,13.05,"1,000",0
122,5460  寶    盛,12.45,0,"39,000"
123,5460,12.95,0,223
124,5602  永興水湳,12.80,0,"1,000"
125,5660  日    進,12.80,"16,000",0
126,5660,12.95,"2,000",0
127,5856  統一台中,12.50,"15,000",0
128,5856,12.60,"15,000",0
129,5857  統一新竹,12.50,"4,000",0
130,5857,12.55,"6,000",0
131,5857,12.75,0,"5,000"
132,5857,12.95,0,"1,000"
133,5857,13.05,0,"9,000"
134,5858  統一嘉義,12.85,"20,000",0
135,5859  統一屏東,12.40,"2,000",0
136,585A  統一基隆,12.75,0,"1,000"
137,585D  統一新台中,12.95,"2,000",0
138,585E  統一新營,12.65,"11,000",0
139,585F  統一彰化,13.05,"2,000",0
140,585G  統一延平,12.65,0,"9,000"
141,585G,12.95,"3,644",0
142,585H  統一桃園,12.95,783,0
143,585J  統一三重,12.60,"2,000",0
144,585L  統一豐原,12.50,0,"5,000"
145,585Q  統一三多,12.75,"3,000",0
146,585Q,12.90,"10,000",0
147,585V  統一古亭,12.60,0,"5,000"
148,585V,12.75,0,"2,000"
149,585V,12.80,0,"7,000"
150,585V,12.90,0,"7,000"
151,585V,13.05,0,"7,000"
152,5861  盈溢籬子內,12.75,0,"5,000"
153,5862  盈溢楠梓,12.90,"2,000",0
154,5870  光    隆,12.80,"4,000",0
155,5870,12.85,"5,000",0
156,5921  元富高雄,12.60,0,"1,000"
157,5921,12.90,0,"3,000"
158,5921,12.95,1,0
159,5922  元富新店,12.80,"10,000",0
160,5922,13.05,0,"1,000"
161,5927  元富林園,13.05,"100,000",0
162,5929  元富台南,12.95,0,744
163,592a  元富松德,12.70,"10,000",0
164,592a,12.75,"10,000",0
165,592a,12.80,"8,000",0
166,592a,12.90,"50,000",0
167,592B  元富永和,12.65,"1,000",0
168,592B,12.70,"9,000",0
169,592B,12.75,"2,000",0
170,592c  元富烏日,12.80,"6,000",0
171,592C  元富潮洲,12.80,"1,000",0
172,592H  元富信義,12.50,"2,000",0
173,592i  元富中港,12.60,0,"20,000"
174,592m  元富成功,12.75,0,"5,000"
175,592P  元富同大,12.45,0,"3,000"
176,592r  元富城東,12.60,0,"5,000"
177,592U  元富宜蘭,12.80,0,"5,000"
178,592v  元富桃園,12.60,"20,000",0
179,592v,12.75,"7,000",0
180,592w  元富佳里,12.75,"1,000",0
181,592w,12.80,"5,000",0
182,592w,12.95,"4,000",0
183,592W  元富吉利,12.95,0,581
184,592z  元富文心,12.90,"3,000",0
185,592z,12.95,"2,000",0
186,592z,13.05,"2,000",0
187,592Z  元富安南,12.55,0,"2,000"
188,592Z,12.70,0,"2,000"
189,592Z,12.80,0,"2,000"
190,592Z,12.90,0,"1,000"
191,5960  日    茂,13.05,0,"3,000"
192,6012  ★亞網路,12.50,0,"4,000"
193,6110  台中商銀,12.65,"3,000",0
194,6110,12.80,"2,000",0
195,6162  中信託忠,12.90,0,"1,000"
196,6163  中信託永,12.40,"1,000",0
197,6163,12.45,"6,000",0
198,6210  新 百 王,12.60,0,"2,000"
199,6210,12.90,0,"7,000"
200,6380  光    和,12.75,"10,000",0
201,6380,12.80,"5,000",0
202,6381  光和溪湖,12.70,0,"5,000"
203,6382  光和田中,12.75,0,"3,000"
204,6460  大    昌,12.90,0,"1,000"
205,6461  大昌樹林,12.75,0,"10,000"
206,6462  大昌安康,12.80,"2,000",0
207,6463  大昌新竹,12.70,0,"2,000"
208,6464  大昌新店,12.50,0,"7,000"
209,6464,12.55,"2,000",0
210,6464,12.75,0,"1,000"
211,6464,12.80,0,"2,000"
212,6465  大昌桃園,12.75,0,"1,000"
213,6530  大    眾,12.75,0,"1,000"
214,6530,12.90,"1,000",0
215,6532  大眾松江,12.95,0,343
216,653E  大眾鳳山,12.80,0,"1,000"
217,6641  渣打新明,12.75,"2,000",0
218,6910  德    信,12.85,0,"1,000"
219,6911  德信台北,12.75,"1,000",0
220,6911,12.85,"1,000",0
221,6913  德信新營,12.50,"2,000",0
222,6913,12.80,"10,000",0
223,6950  福    勝,12.75,"2,000",0
224,6950,12.80,"1,000",0
225,7005  兆豐中港,12.55,"8,000",0
226,7005,12.60,"18,000",0
227,7005,12.80,0,"7,000"
228,7005,12.85,0,"3,000"
229,7005,13.05,0,"1,000"
230,7006  兆豐台南,12.95,0,"8,000"
231,700C  兆豐來福,12.75,"1,000",0
232,700D  兆豐西螺,12.55,0,"4,000"
233,700g  兆豐南門,12.55,"1,000",0
234,700g,12.75,"1,000",0
235,700g,12.80,"1,000",0
236,700G  兆豐麻豆,12.55,"2,000",0
237,700G,12.60,"5,000",0
238,700G,12.75,"2,000","15,000"
239,700G,12.80,0,"1,000"
240,700G,13.05,0,"6,000"
241,700J  兆豐公益,13.05,"6,000",0
242,700M  兆豐桃園,12.75,0,"2,000"
243,700P  兆豐南京,12.60,"1,000",0
244,700r  兆豐寶成,13.05,"2,000",0
245,700S  兆豐大同,12.75,0,"1,000"
246,700S,12.80,"2,000","1,000"
247,700S,12.85,0,"1,000"
248,700W  兆豐城中,13.05,0,"2,000"
249,700Z  兆豐高雄,12.95,999,0
250,7032  致和佳里,12.55,"2,000",0
251,7032,12.75,"2,000",0
252,7034  致和金華,12.60,"3,000","2,000"
253,7034,12.80,"5,000",0
254,7034,12.90,0,"3,000"
255,703A  致和日陞,12.90,0,"1,000"
256,703B  致和崇德,12.75,"10,000",0
257,7670  金    港,12.45,0,"6,000"
258,7670,12.80,"10,000",0
259,7670,12.90,"12,000","11,000"
260,7781  富星斗南,12.80,"1,000",0
261,7790  國票綜合,12.75,0,"3,000"
262,7795  國票南港,12.70,"1,000",0
263,7795,12.75,0,"11,000"
264,7795,12.95,0,172
265,7795,13.05,"6,000",0
266,7798  國票內壢,12.65,"1,000",0
267,779c  國票敦北,12.75,"2,000","2,000"
268,779D  國票台南,12.80,"14,000",0
269,779e  國票新化,12.75,0,"1,000"
270,779E  國票南崁,12.75,0,"1,000"
271,779E,12.85,0,"3,000"
272,779E,12.95,0,247
273,779j  國票和平,12.65,0,"3,000"
274,779n  國票南京,12.65,"2,000",0
275,779P  國票九鼎,12.60,"2,000",0
276,779P,12.80,"5,000",0
277,779r  國票桃國,12.75,"2,000",0
278,779V  國票天祥,12.95,0,371
279,779z  國票博愛,12.55,0,"2,000"
280,7900  金    豐,12.55,"1,000",0
281,7900,12.80,0,"3,000"
282,7900,12.95,0,529
283,8150  台    新,12.80,"2,000","63,000"
284,8150,13.05,0,"30,000"
285,8458  康和台南,12.65,"10,000",0
286,8458,12.80,"2,000",0
287,845A  康和內湖,12.45,"2,000",0
288,845B  康和永和,12.50,"1,000",0
289,845B,12.80,"1,000",0
290,845D  康和板橋,12.70,0,"10,000"
291,845D,12.75,0,"1,000"
292,845N  康和員林,12.95,0,"2,000"
293,845S  康和南崁,12.90,"3,000",0
294,845U  康和復興,12.80,"1,000",0
295,845U,12.85,"1,000",0
296,845X  康和屏東,12.75,"1,000",0
297,8490  萬    泰,12.75,0,"1,000"
298,8490,12.90,"1,000",0
299,8520  中    農,12.95,0,200
300,8560  新    光,12.45,"2,000",0
301,8560,12.50,"6,000",0
302,8560,12.60,0,"2,000"
303,8560,12.70,"15,000",0
304,8560,12.75,"18,000","61,000"
305,8560,12.80,"6,000","2,000"
306,8560,12.85,"2,000",0
307,8560,12.90,0,"1,000"
308,8560,13.05,"18,000",0
309,8561  新光台中,12.60,"1,000",0
310,8561,12.75,"6,000",0
311,8561,12.80,"3,000","16,000"
312,8561,12.95,"1,000",0
313,8561,13.05,0,"1,000"
314,8562  新光高雄,12.50,"2,000",0
315,8562,12.75,"10,000",0
316,8562,12.80,"9,000",0
317,8563  新光新竹,12.50,0,"2,000"
318,8563,12.60,"51,000",0
319,8563,12.75,"1,000","1,000"
320,8564  新光台南,12.85,0,"1,000"
321,8580  聯    邦,12.80,"1,000",0
322,8580,12.95,0,117
323,8580,13.05,0,"15,000"
324,8582  聯邦嘉義,12.75,0,"5,000"
325,8711  陽信石牌,12.75,0,"3,000"
326,8840  玉    山,12.75,0,"20,000"
327,8841  玉山雙和,12.65,0,"1,000"
328,8843  玉山高雄,12.50,"1,000",0
329,8843,12.60,"1,000",0
330,8843,12.80,0,"10,000"
331,8844  玉山松江,13.05,0,"3,000"
332,8846  玉山土城,12.60,0,"1,000"
333,8846,12.75,"1,000",0
334,8846,12.95,"10,000",0
335,8848  玉山嘉義,12.65,"3,000",0
336,8848,12.75,"2,000",0
337,8848,12.80,"4,000","8,000"
338,8848,12.95,0,662
339,8849  玉山台大,12.75,"1,000",0
340,8849,12.95,"1,000",0
341,8850  鑫    豐,12.50,0,"1,000"
342,8850,12.65,"1,000",0
343,8850,12.75,"57,000",0
344,8850,12.80,"8,000","1,000"
345,8850,12.85,"3,000",0
346,8850,12.90,0,"4,000"
347,8850,12.95,"1,000",235
348,8850,13.05,0,"4,000"
349,8882  國泰台中,12.50,"1,000",0
350,8882,12.75,"2,000",0
351,8887  國泰忠孝,12.80,0,"6,000"
352,888A  國泰館前,12.80,"2,000",0
353,8900  法銀巴黎,12.75,"51,000",0
354,9101  群益敦南,12.65,"2,000",0
355,9101,12.70,"4,000",0
356,9101,12.75,"13,000",0
357,9101,12.80,"19,000",0
358,9101,12.85,"1,000",0
359,9103  群益松山,12.65,0,"1,000"
360,9105  群益高盛,12.75,"1,000",0
361,9108  群益海山,12.70,0,"1,000"
362,9108,12.75,0,"1,000"
363,9134  群益開元,12.60,0,"1,000"
364,9134,12.75,0,"1,000"
365,9134,12.95,236,0
366,9135  群益經國,12.75,"1,000",0
367,9135,12.85,"2,000",0
368,9135,12.95,"2,000",0
369,9135,13.05,"4,000",0
370,913D  群益潭子,13.05,0,"1,000"
371,913e  群益城中,12.60,"1,000",0
372,913e,12.80,"4,000",0
373,913F  群益文化,12.75,0,"5,000"
374,913F,12.85,0,"5,000"
375,913J  群益五甲,12.50,"5,000",0
376,913J,12.80,0,"8,000"
377,913U  群益崇德,12.95,"1,000",0
378,9183  群益高雄,12.75,"5,000",0
379,9183,12.80,"20,000",0
380,9183,12.85,"5,000",0
381,9186  群益新竹,12.55,0,"4,000"
382,9189  群益桃園,12.90,0,"1,000"
383,918A  群益中壢,12.55,"1,000",0
384,918A,12.70,0,"2,000"
385,918B  群益板橋,12.80,0,"7,000"
386,918c  群益鳳山,12.75,"6,000",0
387,918C  群益古亭,12.70,"20,000",0
388,918C,12.90,0,"5,000"
389,918d  群益內湖,12.50,0,"30,000"
390,918d,12.80,"30,000",0
391,918D  群益東門,12.80,0,"5,000"
392,918g  群益大甲,12.80,"5,000",0
393,918i  群益竹南,12.40,0,"8,000"
394,918i,12.55,0,"4,000"
395,918i,12.80,"2,000",0
396,918J  群益永和,12.50,0,"3,000"
397,918J,12.70,0,"1,000"
398,918J,12.85,"1,000",0
399,918K  群益東湖,12.75,"3,000",0
400,918L  群益建成,12.80,0,"4,000"
401,918L,12.90,0,"2,000"
402,918L,12.95,0,"2,000"
403,918L,13.05,0,"2,000"
404,918M  群益嘉義,12.75,"5,000",0
405,918M,12.95,"5,000",0
406,918P  群益天母,12.95,"1,000",0
407,918s  群益丹鳳,13.05,0,"5,000"
408,918z  群益宜蘭,12.50,"30,000",0
409,9201  凱基陽明,12.80,0,"2,000"
410,9202  凱基中港,12.55,"3,000",0
411,9202,12.75,0,"5,000"
412,9202,12.80,0,"3,000"
413,9204  凱基台中,12.50,"3,000",0
414,9204,12.55,"1,000",0
415,9204,12.80,"4,000","1,000"
416,9207  凱基永和,12.85,"6,000",0
417,9208  凱基成功,12.50,"1,000",0
418,920A  凱基板橋,12.75,0,"55,000"
419,920A,12.90,"8,000",0
420,920F  凱基站前,12.65,"1,000",0
421,920N  凱基湖口,12.60,"1,000",0
422,920N,12.75,"4,000",0
423,9211  凱基台南,12.75,0,"2,000"
424,9214  凱基彰和,12.55,"3,000",0
425,9214,12.90,0,"3,000"
426,9215  凱基三民,12.80,0,"2,000"
427,9215,12.85,0,"8,000"
428,9216  凱基信義,12.55,"10,000",0
429,9216,12.75,0,"4,000"
430,9216,12.80,0,"4,000"
431,9217  凱基松山,12.80,0,"3,000"
432,9217,12.85,0,"3,000"
433,9218  凱基大直,12.55,0,"10,000"
434,921E  凱基三峽,12.55,"2,000",0
435,921E,12.60,"1,000",0
436,921G  凱基五股,12.80,"2,000",0
437,921M  凱基八德,12.50,"3,000",0
438,921M,12.75,"10,000",0
439,921M,12.80,"20,000",0
440,9221  凱基新竹,12.85,"3,000",0
441,9223  凱基豐中,12.80,0,"5,000"
442,9223,12.85,"1,000",0
443,9225  凱基內埔,12.75,"3,000",0
444,9226  凱基汐止,12.75,0,"7,000"
445,9229  凱基中山,12.75,"1,000",0
446,9229,13.05,0,"3,000"
447,922H  凱基復興,12.55,0,"10,000"
448,9231  凱基員林,12.60,0,"8,000"
449,9234  凱基竹北,12.50,0,"2,000"
450,9234,12.95,0,200
451,9234,13.05,0,"1,000"
452,9237  凱基敦北,12.80,"1,000",0
453,9238  凱基士林,12.50,"3,000",0
454,9238,12.55,"5,000",0
455,9238,12.75,0,"4,000"
456,9238,12.80,0,"4,000"
457,9238,12.85,0,"6,000"
458,9238,12.90,0,"2,000"
459,9238,12.95,0,"4,000"
460,9252  凱基嘉南,12.95,0,683
461,9257  凱基林口,13.05,0,"1,000"
462,9259  凱基北高,12.50,0,"1,000"
463,9259,13.05,0,"4,000"
464,9268  凱基台北,12.80,"1,000","2,000"
465,9268,13.05,0,"2,000"
466,9273  凱基竹東,12.65,"5,000",0
467,9274  凱基鳳山,12.45,"12,000",0
468,9274,12.50,"13,000",0
469,9274,12.70,"2,000",0
470,9275  凱基三多,12.70,0,"3,000"
471,9275,12.75,0,"5,000"
472,9277  凱基幸福,12.55,"6,000",0
473,9277,12.75,"10,000","17,000"
474,9283  凱基北門,12.75,0,"2,000"
475,9283,12.85,0,"3,000"
476,9285  凱基中壢,12.40,"3,000",0
477,9285,12.50,"11,000",0
478,9285,12.55,"1,000",0
479,9285,12.70,0,"1,000"
480,9285,12.75,0,"4,000"
481,9285,12.80,0,"28,000"
482,9285,12.85,0,"10,000"
483,9285,12.90,"1,000","23,000"
484,9285,12.95,0,"2,000"
485,9285,13.05,0,"1,000"
486,9286  凱基彰化,12.75,0,"8,000"
487,9286,12.85,0,"12,000"
488,9286,12.90,0,"10,000"
489,9289  凱基興隆,12.45,"5,000",0
490,9293  凱基忠孝,12.75,"22,000",0
491,9296  凱基頭份,12.80,"1,000",0
492,9300  華南永昌,12.50,0,"1,000"
493,9300,12.55,"6,000",0
494,9300,12.60,"4,000",0
495,9300,12.90,0,"6,000"
496,9300,12.95,0,4
497,9302  華南台中,12.50,"5,000",0
498,9302,12.65,"3,000",0
499,9302,12.75,"1,000",0
500,9302,12.80,"5,000","10,000"
501,9305  華南新莊,12.80,"2,000",0
502,9308  華南麻豆,12.50,"1,000",0
503,9311  華南蘇澳,12.70,"2,000",0
504,9311,12.80,0,"5,000"
505,9316  華南淡水,12.95,0,16
506,9319  華南鶯歌,12.45,0,"1,000"
507,9319,12.65,0,"3,000"
508,9319,12.95,0,346
509,9322  華南公誠,13.05,"1,000",0
510,9323  華南小港,12.85,0,"3,000"
511,9323,12.95,0,724
512,9324  華南岡山,12.70,"1,000",0
513,9324,12.85,0,"7,000"
514,9326  華南南京,12.70,"2,000",0
515,9327  華南斗六,12.80,"2,000",0
516,9327,13.05,0,"2,000"
517,9328  華南潮州,12.55,"3,000",0
518,9328,12.60,"1,000",0
519,9332  華南楠梓,12.80,"2,000",0
520,9358  華南東勢,12.40,"1,000",0
521,9358,12.45,"1,000",0
522,9358,12.50,"7,000",0
523,9358,12.55,0,"2,000"
524,9358,12.60,"2,000","7,000"
525,9358,12.65,"1,000","2,000"
526,9358,12.70,"3,000","2,000"
527,9358,12.75,"2,000","1,000"
528,9358,12.80,"2,000","18,000"
529,9358,12.85,"1,000","26,000"
530,9358,12.90,0,"23,000"
531,9358,12.95,"5,656","1,000"
532,9365  華南八里,12.75,0,"1,000"
533,9386  華南東昇,12.50,0,"18,000"
534,9386,12.75,"2,000",0
535,9386,13.05,0,"1,000"
536,9618  富邦大同,12.60,0,"10,000"
537,9618,12.75,"1,000",0
538,9622  富邦園區,12.80,0,"24,000"
539,9622,12.95,0,705
540,9623  富邦台北,13.05,0,"1,000"
541,9625  富邦竹東,12.75,0,"1,000"
542,9625,12.80,0,"1,000"
543,9625,12.85,0,"1,000"
544,9625,13.05,"5,000","1,000"
545,9627  富邦內湖,12.75,"5,000",0
546,9627,12.90,"5,000",0
547,9634  富邦羅東,12.75,"43,000",0
548,9636  富邦環北,12.60,"2,000",0
549,9636,12.85,"6,000",0
550,9636,12.95,1,0
551,9647  富邦新華,12.75,"5,000",0
552,9647,12.80,"2,000",0
553,9648  富邦林森,12.70,"2,000",0
554,9648,12.80,0,"2,000"
555,9652  富邦世貿,12.65,0,"16,000"
556,9653  富邦延平,12.75,0,"5,000"
557,9659  富邦高雄,12.50,0,"12,000"
558,9659,12.55,0,"8,000"
559,9659,12.75,"2,000",0
560,9659,12.80,0,"1,000"
561,9659,12.85,"20,000",0
562,9659,12.90,"10,000",0
563,965K  富邦台中,12.50,"1,000",0
564,9661  富邦新店,12.75,"2,000",0
565,9664  富邦天母,12.45,"27,000",0
566,9664,12.80,0,"30,000"
567,9665  富邦桃園,12.95,0,705
568,9666  富邦南屯,12.75,"1,000",0
569,9668  富邦小北,12.95,0,646
570,966F  富邦左營,12.45,0,"1,000"
571,9672  富邦員林,12.50,"5,000","6,000"
572,9672,12.85,"1,000",0
573,9676  富邦仁愛,12.75,"8,000","5,000"
574,9677  富邦三重,12.80,0,"1,000"
575,9678  富邦北投,12.55,0,"1,000"
576,9678,12.80,0,"1,000"
577,9678,12.85,"1,000",0
578,9682  富邦中壢,12.80,0,"1,000"
579,9686  富邦宜蘭,12.80,0,"1,000"
580,9689  富邦重慶,12.80,"5,000",0
581,9689,12.85,"5,000",0
582,9692  富邦嘉義,12.65,"14,000",0
583,9692,12.75,"10,000",0
584,9692,12.80,"100,000",0
585,9693  富邦新營,12.85,"30,000",0
586,9693,12.90,"30,000",0
587,9695  富邦民雄,12.45,"2,000",0
588,9695,12.95,0,529
589,9697  富邦虎尾,12.50,0,"1,000"
590,9697,12.75,"3,000",0
591,9697,12.80,"39,000",0
592,9805  元大北天,12.80,0,"1,000"
593,980C  元大斗六,12.50,"1,000",0
594,980C,12.60,"6,000",0
595,980C,12.65,"5,000",0
596,980C,12.75,0,"1,000"
597,980C,12.80,"5,000",0
598,980C,12.85,"1,000",0
599,980d  元大沙鹿,12.60,"5,000",0
600,980e  元大清水,12.50,0,"52,000"
601,980e,12.60,0,"68,000"
602,980e,12.75,"20,000",0
603,980e,12.90,0,"10,000"
604,980g  元大大雅,12.80,0,"1,000"
605,980h  元大台北,13.05,0,"10,000"
606,980K  元大竹科,13.05,"35,000",0
607,980l  元大虎尾,12.95,0,705
608,980Q  元大南崁,12.95,0,705
609,980u  元大府城,12.85,"1,000",0
610,980u,12.95,"1,000",0
611,980w  元大西屯,12.60,"7,000",0
612,9812  元大台中,12.80,0,"2,000"
613,9812,12.85,0,"3,000"
614,9817  元大東泰,12.45,0,"10,000"
615,9817,12.80,0,"2,000"
616,981a  元大歸仁,12.80,0,"1,000"
617,981B  元大竹北,12.90,0,"1,000"
618,981C  元大路竹,12.45,0,"12,000"
619,981C,12.85,0,"5,000"
620,981D  元大南投,12.60,"3,000",0
621,981D,12.65,0,"31,000"
622,981D,12.75,0,"7,000"
623,981D,12.80,0,"1,000"
624,981e  元大佳里,12.95,295,0
625,981F  元大福營,12.55,0,"20,000"
626,981F,12.65,0,"20,000"
627,981F,12.80,"2,000",0
628,981F,13.05,"10,000",0
629,981g  元大大里,12.60,0,"8,000"
630,981g,13.05,0,"1,000"
631,981G  元大彰化,12.80,0,"3,000"
632,981G,12.95,0,225
633,981h  元大屏生,12.75,"3,000",0
634,981j  元大士林,12.50,"1,000",0
635,981j,12.75,0,"3,000"
636,981j,12.80,0,"9,000"
637,981j,12.95,0,172
638,981j,13.05,"1,000",0
639,981J  元大高福,12.90,0,"1,000"
640,981N  元大金門,12.50,"1,000",0
641,981N,12.70,"1,000",0
642,981N,12.90,0,"3,000"
643,981N,13.05,"1,000",0
644,981p  元大松山,12.60,"2,000",0
645,981q  元大艋舺,12.80,"8,000",0
646,981Q  元大太平,12.55,"1,000",0
647,981Q,12.60,"1,000",0
648,981Q,12.95,0,117
649,981S  元大崇德,12.70,"1,000",0
650,981V  元大民雄,12.65,"17,000",0
651,981Z  元大潮州,12.55,0,"1,000"
652,9824  元大向上,12.50,"2,000",0
653,9824,12.65,"1,000",0
654,9824,12.75,"5,000",0
655,9824,12.80,"7,000",0
656,9824,12.90,"10,000","2,000"
657,982A  元大羅東,12.80,"1,000",0
658,9831  元大四維,12.75,0,"5,000"
659,9831,12.80,"3,000",0
660,9835  元大員林,12.45,"2,000",0
661,9835,12.65,"2,000",0
662,9835,12.80,0,"2,000"
663,9835,12.90,0,"2,000"
664,983a  元大花蓮,12.50,"1,000",0
665,983a,12.80,0,"1,000"
666,983f  元大竹東,12.50,"1,000",0
667,983f,12.55,"1,000",0
668,983f,12.60,"1,000",0
669,983f,12.95,0,744
670,983i  元大民興,12.60,0,"1,000"
671,983I  元大南西,12.80,"10,000",0
672,983j  元大仁愛,12.45,0,"1,000"
673,983J  元大新東,12.60,0,"3,000"
674,983J,12.75,0,"10,000"
675,983W  元大德芳,12.75,"1,000",0
676,983Z  元大鳳山,12.85,"26,000",0
677,983Z,12.90,"10,000",0
678,983Z,12.95,0,584
679,9843  元大東高,12.90,0,"2,000"
680,984C  元大新中,12.70,0,"1,000"
681,984K  元大館前,12.80,0,"3,000"
682,984K,13.05,0,"3,000"
683,984U  元大延平,12.80,0,"90,000"
684,984U,12.90,0,"10,000"
685,984U,12.95,0,705
686,9852  元大大松,12.90,"5,000",0
687,9852,12.95,0,882
688,9854  元大文心,12.80,0,"5,000"
689,9856  元大花中,12.50,0,"3,000"
690,9857  元大東蘆,12.60,0,"5,000"
691,9858  元大龍潭,12.80,0,"5,000"
692,9859  元大經國,12.50,"2,000",0
693,9862  元大南京,12.80,0,"3,000"
694,9862,12.95,0,"2,000"
695,9863  元大新和,12.60,0,"4,000"
696,9863,12.75,"2,000",0
697,986J  元大中山,12.50,"5,000",0
698,986J,12.90,"3,000",0
699,9871  元大忠孝,12.90,0,"1,000"
700,9872  元大復北,12.90,"4,000","1,000"
701,9872,13.05,0,"9,000"
702,9873  元大西門,12.60,"2,000",0
703,9874  元大雙和,12.80,"10,000",0
704,9875  元大永寧,12.95,0,371
705,9879  元大板三,12.55,"5,000",0
706,9879,12.85,0,"1,000"
707,9881  元大敦安,13.05,"6,000",0
708,9886  元大公館,12.60,"10,000",0
709,9887  元大經紀,12.65,0,"8,000"
710,9887,12.75,"2,000","2,000"
711,9887,12.80,0,"1,000"
