序,證券商,成交單價,買進股數,賣出股數
214,6110  台中商銀,20.40,0,"11,000"
215,6161  中信三重,20.40,0,"2,000"
216,6163  中信託永,20.25,"1,000",0
217,6164  中信託文,20.35,"1,000","11,000"
218,6165  中信託新,20.30,"2,000",0
219,6165,20.40,0,"2,000"
220,6166  中信桃園,20.40,0,"2,000"
221,6166,20.45,"2,000",0
222,6210  新 百 王,20.35,"1,000",0
223,6381  光和溪湖,20.40,"2,000",0
224,6382  光和田中,20.20,"1,000",0
225,6383  光和和美,20.30,"1,000",0
226,6460  大    昌,20.30,0,"10,000"
227,6460,20.45,0,"20,000"
228,6461  大昌樹林,20.20,"1,000",0
229,6461,20.25,"5,000",0
230,6461,20.40,"7,000",0
231,6462  大昌安康,20.45,0,"3,000"
232,6464  大昌新店,20.20,"30,000",0
233,6464,20.25,"30,000",0
234,6464,20.35,"10,000","2,000"
235,6464,20.40,"15,000","4,000"
236,6464,20.45,0,"5,000"
237,6465  大昌桃園,20.30,"1,000",0
238,6465,20.35,"1,000",0
239,6530  大    眾,20.35,"21,000",0
240,6531  大眾左楠,20.40,0,"5,000"
241,6534  大眾中山,20.35,"33,000",0
242,6536  大眾新莊,20.30,0,"50,000"
243,6538  大眾新營,20.40,0,"2,000"
244,6538,20.45,"2,000",0
245,6539  大眾永康,20.35,0,"3,000"
246,653C  大眾通營,20.50,0,"1,000"
247,6640  渣打商銀,20.35,"3,000",0
248,6641  渣打新明,20.40,0,"1,000"
249,664A  渣打南崁,20.20,"10,000",0
250,664A,20.40,0,"20,000"
251,6912  德信中正,20.20,"1,000",0
252,6912,20.40,0,"1,000"
253,6950  福    勝,20.25,0,99
254,7000  兆豐,20.25,0,"6,000"
255,7000,20.40,0,"21,000"
256,7001  兆豐嘉義,20.30,0,"2,000"
257,7001,20.35,"5,000",0
258,7001,20.50,0,"1,000"
259,7005  兆豐中港,20.40,"1,000",0
260,700a  兆豐忠孝,20.30,"2,000",0
261,700C  兆豐來福,20.30,"2,000",0
262,700D  兆豐西螺,20.30,"1,000",0
263,700f  兆豐鹿港,20.40,"9,000",0
264,700f,20.45,"8,000",0
265,700g  兆豐南門,20.35,0,"3,000"
266,700H  兆豐東門,20.30,"5,000",0
267,700H,20.40,"3,000",0
268,700I  兆豐北高,20.45,0,"10,000"
269,700K  兆豐新營,20.25,"5,000",0
270,700K,20.30,0,"50,000"
271,700K,20.35,0,"10,000"
272,700M  兆豐桃園,20.45,0,"1,000"
273,700R  兆豐小港,20.40,0,"5,000"
274,700U  兆豐桃鶯,20.40,"2,000","2,000"
275,700V  兆豐新竹,20.30,"10,000",0
276,700V,20.35,"20,000",0
277,700X  兆豐永和,20.25,0,"5,000"
278,700Z  兆豐高雄,20.25,0,500
279,7020  信    富,20.50,"2,000",0
280,7038  致和南京,20.30,"1,000",0
281,7038,20.40,0,"1,000"
282,7070  豐    農,20.40,0,"5,000"
283,7081  石橋台北,20.30,0,"20,000"
284,7670  金    港,20.40,"5,000","1,000"
285,7790  國票綜合,20.30,0,"6,000"
286,7792  國票北投,20.35,"1,000",0
287,7797  國票中正,20.45,"2,000",0
288,7798  國票內壢,20.30,"2,000",0
289,779e  國票新化,20.45,"1,000",0
290,779j  國票和平,20.20,"10,000",0
291,779j,20.30,"5,000",0
292,779j,20.40,0,"5,000"
293,779j,20.50,0,"3,000"
294,779v  國票西屯,20.35,"4,000",0
295,779V  國票天祥,20.25,0,7
296,779X  國票中和,20.50,0,"1,000"
297,779z  國票博愛,20.25,27,0
298,779z,20.40,0,"1,000"
299,7900  金    豐,20.35,"6,000",0
300,8150  台    新,20.40,0,"3,000"
301,815B  台新台中,20.30,0,"2,000"
302,8380  安    泰,20.25,"3,000",0
303,8380,20.30,0,"5,000"
304,8380,20.35,"10,000","20,000"
305,8380,20.40,0,"12,000"
306,8382  安泰楠梓,20.25,0,"1,000"
307,8382,20.30,0,"2,000"
308,8440  摩根大通,20.20,"1,000",0
309,8440,20.25,"2,000",0
310,8440,20.30,"13,000",0
311,8440,20.35,"25,000",0
312,8440,20.40,"24,000",0
313,8440,20.45,"10,000",0
314,8440,20.50,"2,000",0
315,8451  康和延平,20.30,"20,000",0
316,8451,20.35,"8,000",0
317,8451,20.40,"4,000",0
318,8451,20.45,0,"3,000"
319,8455  康和台中,20.40,"1,000",0
320,8455,20.45,"1,000",0
321,8459  康和嘉義,20.35,"4,000",0
322,845A  康和內湖,20.40,"5,000","10,000"
323,845B  康和永和,20.20,0,"4,000"
324,845B,20.35,0,"4,000"
325,845B,20.40,"5,000","1,000"
326,845B,20.45,"7,000",0
327,845C  康和太平,20.40,0,"1,000"
328,845D  康和板橋,20.40,0,"2,000"
329,845E  康和澎湖,20.35,0,"3,000"
330,845F  康和仁愛,20.40,0,"2,000"
331,845H  康和東湖,20.25,0,"1,000"
332,845N  康和員林,20.40,"30,000",0
333,845P  康和板新,20.25,999,0
334,845P,20.40,0,"1,000"
335,845V  康和新莊,20.25,"2,000",0
336,845V,20.35,"2,000",0
337,845V,20.40,0,"2,000"
338,845V,20.45,0,"3,000"
339,8520  中    農,20.40,0,"1,000"
340,8560  新    光,20.30,"205,000","29,000"
341,8560,20.35,0,"3,000"
342,8560,20.40,"17,000",0
343,8560,20.45,"2,000","1,000"
344,8560,20.50,"1,000",0
345,8561  新光台中,20.40,"1,000","1,000"
346,8562  新光高雄,20.40,"2,000",0
347,8563  新光新竹,20.35,"2,000",0
348,8563,20.40,"10,000",0
349,8564  新光台南,20.20,0,"1,000"
350,8564,20.25,0,"2,000"
351,8564,20.35,"7,000",0
352,8564,20.45,"1,000",0
353,8580  聯    邦,20.30,"3,000",0
354,8840  玉    山,20.30,0,"60,000"
355,8840,20.35,"2,000",0
356,8840,20.40,"1,000",0
357,8841  玉山雙和,20.35,"1,000",0
358,8844  玉山松江,20.35,"1,000",0
359,8846  玉山土城,20.45,"20,000",0
360,8848  玉山嘉義,20.20,"1,000",0
361,8848,20.40,"1,000",0
362,8849  玉山台大,20.25,0,"5,000"
363,884B  玉山台中,20.30,"10,000",0
364,884B,20.35,"10,000",0
365,884B,20.40,"10,000",0
366,884D  玉山左營,20.35,0,"30,000"
367,884E  玉山城中,20.25,0,"10,000"
368,884E,20.40,0,"20,000"
369,884H  玉山新竹,20.30,"4,000",0
370,884H,20.35,"4,000",0
371,884H,20.40,"4,000",0
372,884H,20.45,"6,000",0
373,8850  鑫    豐,20.25,"1,803","5,000"
374,8850,20.30,"2,000",0
375,8850,20.40,0,"1,000"
376,8850,20.45,0,"3,000"
377,8880  國泰綜合,20.30,0,"1,000"
378,8880,20.35,0,"1,000"
379,8880,20.40,0,"2,000"
380,8881  國泰高雄,20.40,0,"11,000"
381,8882  國泰台中,20.35,"1,000",0
382,8883  國泰松江,20.50,0,"9,000"
383,8884  國泰台南,20.30,"1,000",0
384,888A  國泰館前,20.40,"1,000",0
385,888K  國泰板橋,20.20,"1,000",0
386,888K,20.25,"3,000",0
387,888K,20.30,"1,000","20,000"
388,888K,20.35,"1,000",0
389,888K,20.45,"1,000","2,000"
390,888K,20.50,"1,000",0
391,9100  群益,20.20,0,"38,000"
392,9100,20.30,0,"28,000"
393,9100,20.35,0,"31,000"
394,9100,20.40,0,"56,000"
395,9100,20.45,0,"11,000"
396,9100,20.50,0,"12,000"
397,9101  群益敦南,20.25,0,"2,000"
398,9103  群益松山,20.25,2,0
399,9108  群益海山,20.30,"2,000",0
400,9108,20.40,0,"2,000"
401,9134  群益開元,20.30,0,"1,000"
402,9135  群益經國,20.45,"2,000",0
403,9136  群益西松,20.30,"1,000",0
404,913A  群益上新,20.45,0,"2,000"
405,913C  群益信義,20.25,"10,000",0
406,913C,20.30,"5,000",0
407,913C,20.35,"10,000",0
408,913C,20.45,"10,000",0
409,913F  群益文化,20.50,0,"11,000"
410,913g  群益南三,20.40,"1,000",0
411,913g,20.45,0,"1,000"
412,913J  群益五甲,20.30,"2,000",0
413,913Y  群益館前,20.45,0,"3,000"
414,9182  群    益,20.30,"1,000",0
415,9184  群益台中,20.50,"5,000",0
416,9185  群益台南,20.30,0,"1,000"
417,9185,20.35,0,"5,000"
418,9185,20.40,0,"1,000"
419,9188  群益三民,20.40,"5,000",0
420,918B  群益板橋,20.40,0,"1,000"
421,918c  群益鳳山,20.25,"5,000",0
422,918c,20.30,"5,000",0
423,918c,20.35,0,"11,000"
424,918D  群益東門,20.25,0,"50,000"
425,918D,20.35,"10,000",0
426,918D,20.45,0,"2,000"
427,918g  群益大甲,20.50,0,"10,000"
428,918i  群益竹南,20.35,"96,000",0
429,918J  群益永和,20.35,"1,000",0
430,918k  群益西屯,20.25,"2,000",0
431,918K  群益東湖,20.45,"2,000",0
432,918L  群益建成,20.45,"1,000",0
433,918M  群益嘉義,20.35,"5,000",0
434,918u  群益瑞豐,20.50,"20,000",0
435,918W  群益忠孝,20.25,"3,000",0
436,918x  群益延平,20.45,0,"2,000"
437,918z  群益宜蘭,20.35,"1,000",0
438,9202  凱基中港,20.45,0,"1,000"
439,9202,20.50,0,"5,000"
440,9205  凱基三重,20.40,"5,000",0
441,9208  凱基成功,20.25,"1,000",0
442,9209  凱基岡山,20.45,"1,000",0
443,920A  凱基板橋,20.40,"1,000",0
444,920C  凱基雙和,20.35,0,"1,000"
445,920D  凱基市府,20.30,"6,000",0
446,920E  凱基南台,20.20,"5,000",0
447,920H  凱基基隆,20.30,"5,000",0
448,920V  凱基新店,20.40,"1,000",0
449,920X  凱基館前,20.35,0,"3,000"
450,9214  凱基彰和,20.35,"1,000",0
451,9214,20.40,0,"5,000"
452,9215  凱基三民,20.40,"2,000",0
453,9215,20.50,"2,000",0
454,9216  凱基信義,20.25,0,73
455,9216,20.30,"3,000",0
456,9218  凱基大直,20.40,0,"15,000"
457,9219  凱基一心,20.25,0,"2,000"
458,921E  凱基三峽,20.35,0,"2,000"
459,921J  凱基土城,20.35,"6,000",0
460,9223  凱基豐中,20.30,0,"5,000"
461,9223,20.35,0,"1,000"
462,9225  凱基內埔,20.25,"5,000",0
463,9226  凱基汐止,20.20,"2,000",0
464,9226,20.35,"2,000",0
465,9227  凱基城中,20.30,0,"40,000"
466,9229  凱基中山,20.35,0,"1,000"
467,922H  凱基復興,20.35,"20,000",0
468,922H,20.40,"2,000","15,000"
469,922H,20.45,"1,000",0
470,922R  凱基重新,20.25,"1,000",0
471,922R,20.30,"7,000",0
472,922R,20.40,0,"1,000"
473,9231  凱基員林,20.35,0,"5,000"
474,9231,20.45,0,"4,000"
475,9232  凱基建成,20.35,0,"20,000"
476,9232,20.40,"17,000",0
477,9232,20.45,"3,000",0
478,9232,20.50,0,"4,000"
479,9236  凱基虎尾,20.35,"1,000",0
480,9236,20.40,0,"5,000"
481,9239  凱基大業,20.30,"5,000",0
482,9254  凱基科園,20.40,0,"2,000"
483,9262  凱基前鎮,20.30,0,"100,000"
484,9262,20.50,0,"8,000"
485,9268  凱基台北,20.30,"8,000",0
486,9268,20.35,"3,000",0
487,9268,20.40,0,"5,000"
488,9268,20.45,0,"10,000"
489,9272  凱基竹科,20.30,0,"20,000"
490,9272,20.35,0,"24,000"
491,9274  凱基鳳山,20.30,0,"2,000"
492,9277  凱基幸福,20.30,"1,000",0
493,9278  凱基永康,20.20,"1,000",0
494,9278,20.40,0,"1,000"
495,9285  凱基中壢,20.25,"2,000",0
496,9285,20.40,"1,000","3,000"
497,9293  凱基忠孝,20.40,0,"5,000"
498,9296  凱基頭份,20.50,0,"1,000"
499,9298  凱基延平,20.25,"9,000",0
500,9300  華南永昌,20.40,0,"29,000"
501,9300,20.45,0,"25,000"
502,9300,20.50,0,"42,000"
503,9302  華南台中,20.30,0,"2,000"
504,9304  華南基隆,20.30,"1,000",0
505,9304,20.50,0,"1,000"
506,9306  華南台南,20.40,0,"1,000"
507,9309  華南古亭,20.30,"5,000",0
508,9311  華南蘇澳,20.30,"2,000",0
509,9316  華南淡水,20.25,"20,000",0
510,9316,20.40,"5,000",0
511,9322  華南公誠,20.25,0,"5,000"
512,9322,20.35,0,"6,000"
513,9323  華南小港,20.35,"2,000",0
514,9324  華南岡山,20.30,"5,000",0
515,9324,20.40,"5,000",0
516,9327  華南斗六,20.20,"1,000",0
517,9327,20.25,0,"1,000"
518,9327,20.40,0,"1,000"
519,9329  華南朴子,20.20,"1,000",0
520,9329,20.30,"1,000",0
521,9331  華南鳳山,20.25,"2,000",0
522,9331,20.30,"3,000",0
523,9331,20.35,"3,000",0
524,9332  華南楠梓,20.30,"2,000",0
525,9332,20.40,0,"1,000"
526,9334  華南世貿,20.25,0,542
527,9334,20.30,0,"10,000"
528,9334,20.35,"1,000",0
529,9334,20.45,0,"1,000"
530,9336  華南士林,20.40,0,"1,000"
531,9343  華南頭份,20.30,0,"1,000"
532,9349  華南合泰,20.45,0,"1,000"
533,9356  華南竹南,20.25,"3,000",0
534,9356,20.40,0,"3,000"
535,9363  華南彰化,20.35,0,"50,000"
536,9372  華南內湖,20.45,"5,000",0
537,9600  富邦,20.40,0,"7,000"
538,9600,20.45,0,"3,000"
539,9602  富邦溪湖,20.40,0,"5,000"
540,9607  富邦古亭,20.45,0,"1,000"
541,9611  富邦忠孝,20.50,0,"4,000"
542,9615  富邦木柵,20.30,"1,000",0
543,9616  富邦岡山,20.30,"14,000",0
544,9616,20.35,"14,000","2,000"
545,9616,20.40,"116,000",0
546,9616,20.45,"43,000",0
547,9622  富邦園區,20.35,"1,000",0
548,9623  富邦台北,20.25,0,"10,000"
549,9623,20.30,0,"10,000"
550,9623,20.35,0,"10,000"
551,9623,20.40,"5,000","10,000"
552,9624  富邦竹北,20.40,"3,000",0
553,9625  富邦竹東,20.25,0,99
554,9625,20.35,0,"6,000"
555,9627  富邦內湖,20.30,"5,000",0
556,9634  富邦羅東,20.35,"1,000",0
557,9634,20.45,"1,000",0
558,9645  富邦南京,20.25,"10,000","10,000"
559,9647  富邦新華,20.30,0,"30,000"
560,9647,20.40,0,"8,000"
561,9647,20.50,0,"2,000"
562,9648  富邦林森,20.35,0,"1,000"
563,9651  富邦民生,20.25,"1,000",0
564,9651,20.35,"2,000",0
565,9651,20.40,"1,000",0
566,9651,20.45,0,"2,000"
567,9652  富邦世貿,20.30,0,"4,000"
568,9653  富邦延平,20.35,0,"100,000"
569,9654  富邦永和,20.25,"5,000",0
570,9654,20.50,"1,000",0
571,9655  富邦板橋,20.40,0,"2,000"
572,9656  富邦三民,20.30,0,"1,000"
573,9656,20.35,0,"1,000"
574,9657  富邦苗栗,20.40,"1,000",0
575,9659  富邦高雄,20.30,"10,000",0
576,9659,20.35,"20,000","2,000"
577,9659,20.40,"10,000","1,000"
578,9661  富邦新店,20.35,"2,000",0
579,9666  富邦南屯,20.25,934,"1,000"
580,9667  富邦台南,20.30,0,"10,000"
581,9668  富邦小北,20.35,0,"1,000"
582,9671  富邦八德,20.20,"1,000",0
583,9673  富邦城中,20.50,"5,000",0
584,9676  富邦仁愛,20.30,"3,000",0
585,9676,20.35,"10,000",0
586,9676,20.40,"2,000",0
587,9679  富邦延吉,20.25,0,"1,000"
588,9679,20.30,0,"1,000"
589,9682  富邦中壢,20.30,"1,000","10,000"
590,9682,20.40,"2,000",0
591,9692  富邦嘉義,20.40,"10,000","10,000"
592,9694  富邦中山,20.30,0,"5,000"
593,9800  元大,20.40,0,"30,000"
594,980B  元大復興,20.35,"6,000",0
595,980C  元大斗六,20.30,0,"1,000"
596,980C,20.50,0,"5,000"
597,980D  元大開元,20.25,"5,000",0
598,980D,20.30,0,"1,000"
599,980D,20.45,"1,000","5,000"
600,980e  元大清水,20.30,"5,000",0
601,980g  元大大雅,20.35,"1,000",0
602,980K  元大竹科,20.35,"1,000",0
603,980K,20.45,0,"4,000"
604,980R  元大南海,20.45,0,"5,000"
605,980u  元大府城,20.25,"20,000",0
606,980u,20.45,0,"35,000"
607,980u,20.50,0,"5,000"
608,9812  元大台中,20.30,"5,000",0
609,9812,20.40,"12,000",0
610,9814  元大大益,20.30,0,"1,000"
611,9814,20.40,"1,000","2,000"
612,9814,20.45,"1,000","1,000"
613,9815  元大永康,20.30,0,"10,000"
614,9815,20.35,"3,000","3,000"
615,9815,20.40,0,"4,000"
616,9815,20.45,"2,000",0
617,9816  元大新竹,20.25,0,"1,000"
618,9816,20.30,"1,000",0
619,9817  元大東泰,20.40,0,"10,000"
620,981a  元大歸仁,20.20,"1,000",0
621,981a,20.30,0,"1,000"
622,981a,20.35,"2,000",0
623,981D  元大南投,20.30,"1,000",0
624,981D,20.35,"1,000",0
625,981g  元大大里,20.30,"1,000",0
626,981G  元大彰化,20.35,0,"10,000"
627,981I  元大天母,20.30,0,"10,000"
628,981I,20.40,0,"1,000"
629,981j  元大士林,20.35,0,"1,000"
630,981m  元大新興,20.25,0,222
631,981m,20.35,"10,000",0
632,981m,20.40,0,"10,000"
633,981M  元大苗栗,20.25,0,"2,000"
634,981N  元大金門,20.35,"7,000",0
635,981N,20.40,0,"6,000"
636,981p  元大松山,20.35,0,"10,000"
637,981p,20.40,0,"6,000"
638,981q  元大艋舺,20.30,0,"3,000"
639,981Q  元大太平,20.35,0,"2,000"
640,981r  元大屏南,20.30,0,"2,000"
641,981U  元大華山,20.35,0,"10,000"
642,981X  元大東門,20.25,0,"2,000"
643,981y  元大善化,20.25,0,284
644,981z  元大大統,20.35,"2,000","3,000"
645,981Z  元大潮州,20.30,0,"1,000"
646,9821  元大敦信,20.40,"2,000",0
647,9831  元大四維,20.35,"1,000",0
648,9834  元大中壢,20.25,1,0
649,9834,20.35,"5,000",0
650,9834,20.50,0,"2,000"
651,9835  元大員林,20.35,"1,000",0
652,9835,20.45,0,"1,000"
653,9837  元大北港,20.30,"45,000",0
654,9837,20.35,"2,000",0
655,9837,20.40,"5,000",0
656,983e  元大劍潭,20.25,0,"20,000"
657,983G  元大上新,20.20,"1,000",0
658,983j  元大仁愛,20.40,0,"5,000"
659,983J  元大新東,20.30,0,"10,000"
660,983J,20.45,"2,000",0
661,983V  元大竹南,20.35,"3,000",0
662,983V,20.45,0,"3,000"
663,983W  元大德芳,20.30,0,"2,000"
664,983W,20.45,"1,000",0
665,983Z  元大鳳山,20.50,0,"5,000"
666,984E  元大南勢,20.40,"1,000",0
667,9851  元大明誠,20.45,"3,000","3,000"
668,9851,20.50,0,"3,000"
669,9853  元大南屯,20.40,0,"4,000"
670,9854  元大文心,20.50,0,"6,000"
671,9855  元大大嘉,20.25,0,220
672,9856  元大花中,20.35,0,"1,000"
673,9856,20.50,0,"4,000"
674,9859  元大經國,20.25,0,"30,000"
675,9859,20.30,0,"20,000"
676,9859,20.35,"4,000",0
677,9859,20.40,"1,000",0
678,9859,20.50,"79,000",0
679,985B  元大長安,20.35,"1,000",0
680,985C  元大鳳中,20.35,0,"75,000"
681,985C,20.40,"2,000","50,000"
682,985C,20.50,"5,000",0
683,985D  元大文山,20.35,"3,000",0
684,9862  元大南京,20.20,"6,000",0
685,9866  元大樹板,20.35,0,"1,000"
686,9867  元大北成,20.25,"1,000",0
687,9867,20.30,"6,000",0
688,9867,20.35,"5,000","12,000"
689,9867,20.40,"5,000",0
690,9869  元大新盛,20.35,"5,000",0
