序,證券商,成交單價,買進股數,賣出股數
691,986K  元大基孝,20.25,0,413
692,986K,20.50,0,"75,000"
693,9871  元大忠孝,20.30,0,"5,000"
694,9871,20.35,"1,000",0
695,9873  元大西門,20.35,0,"1,000"
696,9874  元大雙和,20.30,0,"5,000"
697,9874,20.40,0,"3,000"
698,9877  元大金天,20.20,"1,000",0
699,9877,20.25,200,0
700,9878  元大赤崁,20.20,"10,000",0
701,9879  元大板三,20.30,"2,000",0
702,9879,20.35,0,"1,000"
703,9882  元大興東,20.20,"1,000",0
704,9886  元大公館,20.20,0,"8,000"
705,9886,20.30,"10,000",0
706,9887  元大經紀,20.20,"3,000",0
707,9887,20.25,"7,000",0
708,9887,20.30,"10,000",0
709,9887,20.45,0,"5,000"
710,9887,20.50,"1,000",0
711,9888  元大鑫永,20.20,"4,000",0
712,9889  元大北員,20.40,"2,000",0
713,9891  元大永和,20.50,0,"4,000"
714,9892  元大屏東,20.40,"2,000",0
715,9893  元大大天,20.30,"10,000",0
716,9893,20.35,"10,000",0
717,9893,20.45,"10,000",0
718,9894  元大北桃,20.45,0,"1,000"
719,9896  元大台南,20.25,0,297
720,9897  元大土城,20.40,"3,000",0
721,9898  元大新莊,20.35,"1,000",0
722,9898,20.40,"1,000","10,000"
723,989a  元大苑裡,20.30,"1,000",0
724,989A  元大北投,20.40,0,"2,000"
725,989A,20.50,0,"1,000"
726,989d  元大北屯,20.35,0,"3,000"
727,989d,20.50,0,"1,000"
728,989e  元大中和,20.30,"2,000",0
729,989F  元大高雄,20.25,"2,000",0
730,989g  元大嘉義,20.35,0,"2,000"
731,989G  元大大同,20.35,"2,000",0
732,989G,20.40,0,"4,000"
733,989i  元大西湖,20.45,"3,000",0
734,989I  元大蘆洲,20.25,"5,000",0
735,989I,20.30,"3,000",0
736,989N  元大內湖,20.25,0,819
737,989N,20.30,0,"5,000"
738,989Q  元大汐止,20.35,"16,000",0
739,989Q,20.40,0,"1,000"
740,989S  元大鹿港,20.35,"2,000",0
741,989S,20.40,"5,000",0
742,989S,20.45,"5,000",0
743,989U  元大大甲,20.30,0,"2,000"
744,989W  元大站前,20.45,0,"1,000"
745,989Y  元大基隆,20.25,"1,000",0
746,989Y,20.35,0,"10,000"
747,9A00  永豐金,20.25,0,"66,000"
748,9A00,20.30,0,"18,000"
749,9A00,20.40,0,"19,000"
750,9A00,20.45,0,"19,000"
751,9A61  永豐鳳山,20.40,0,"10,000"
752,9A92  永豐萬盛,20.45,"1,000",0
753,9A93  永豐大稻,20.30,"1,000",0
754,9A95  永豐金,20.35,0,"1,000"
755,9A98  永豐大園,20.40,"10,000",0
756,9A99  永豐中壢,20.25,0,49
757,9A99,20.30,0,"7,000"
758,9A99,20.40,0,"1,000"
759,9A9B  永豐中和,20.35,"14,000",0
760,9A9c  永豐永康,20.30,"30,000",0
761,9A9c,20.40,"10,000",0
762,9A9h  永豐台南,20.20,"7,000",0
763,9A9h,20.25,"36,000",0
764,9A9h,20.30,"70,000",0
765,9A9h,20.35,"20,000",0
766,9A9h,20.40,"30,000","2,000"
767,9A9h,20.50,"20,000",0
768,9A9i  永豐新店,20.30,0,"5,000"
769,9A9j  永豐嘉義,20.40,0,"5,000"
770,9A9J  永豐板新,20.35,0,"5,000"
771,9A9k  永豐桃中,20.35,0,"2,000"
772,9A9m  永豐板南,20.20,0,"45,000"
773,9A9P  永豐竹北,20.35,0,"1,000"
774,9A9q  永豐潮洲,20.30,"3,000",0
775,9A9R  永豐信義,20.25,0,"10,000"
776,9A9R,20.40,"10,000",0
777,9A9s  永豐彰化,20.35,0,"1,000"
778,9A9U  永豐中正,20.30,"46,000",0
779,9A9U,20.35,"1,000",0
780,9A9U,20.40,0,"42,000"
781,9A9W  永豐南中,20.20,"2,000",0
782,9A9W,20.40,"1,000",0
783,9A9X  永豐竹科,20.40,"3,000",0
784,9A9y  永豐新興,20.40,"1,000",0
785,9A9Y  永豐板盛,20.20,"10,000",0
786,9A9Y,20.30,"36,000",0
787,9A9Y,20.40,"20,000","25,000"
788,9A9z  永豐大安,20.40,0,"1,000"
789,9A9Z  永豐復興,20.30,"10,000","10,000"
790,9A9Z,20.35,0,"5,000"
