序,證券商,成交單價,買進股數,賣出股數
308,700g,34.10,"30,000",0
309,700g,34.65,0,"1,000"
310,700G  兆豐麻豆,33.80,0,"5,000"
311,700I  兆豐北高,34.30,0,"1,000"
312,700I,34.70,0,"8,000"
313,700K  兆豐新營,34.10,"2,000",0
314,700M  兆豐桃園,34.25,0,"2,000"
315,700p  兆豐復興,34.20,"4,000",0
316,700U  兆豐桃鶯,34.25,0,"2,000"
317,700U,34.65,"2,000",0
318,700W  兆豐城中,34.10,"1,000",0
319,700Z  兆豐高雄,33.80,0,"1,000"
320,7032  致和佳里,33.70,0,"2,000"
321,7032,34.15,0,"10,000"
322,7032,34.20,"3,000",0
323,7690  金    興,34.30,"3,000",0
324,7690,34.65,0,"3,000"
325,7750  北    城,33.90,"30,000",0
326,7750,34.10,"1,000",0
327,7750,34.25,0,"5,000"
328,7780  富    星,33.90,"1,000",0
329,7791  國票台東,34.15,0,"1,000"
330,7798  國票內壢,33.95,0,"3,000"
331,779e  國票新化,33.85,"1,000",0
332,779P  國票九鼎,34.60,"2,000",0
333,779u  國票長城,34.00,0,"1,000"
334,779V  國票天祥,33.70,"6,000",0
335,779X  國票中和,34.15,"1,000",0
336,779Z  國票安和,33.80,0,"5,000"
337,779Z,34.65,0,"5,000"
338,7900  金    豐,34.30,0,"1,000"
339,8150  台    新,33.85,0,"1,000"
340,815A  台新高雄,34.10,"1,000",0
341,815A,34.25,"1,000",0
342,815A,34.60,"2,000",0
343,815A,34.70,"4,000",0
344,8380  安    泰,34.70,0,"1,000"
345,8382  安泰楠梓,33.85,"1,000",0
346,8451  康和延平,34.50,0,"2,000"
347,8451,34.60,0,"3,000"
348,8454  康和新營,33.85,"1,000",0
349,8455  康和台中,33.80,"1,000",0
350,845A  康和內湖,33.80,"2,000",0
351,845E  康和澎湖,34.65,"4,000",0
352,845I  康和古亭,33.80,"2,000",0
353,845I,34.00,"1,000",0
354,845I,34.10,"2,000",0
355,845P  康和板新,34.60,0,"6,000"
356,845R  康和石牌,33.70,"1,000",0
357,845R,33.85,"1,000",0
358,845R,34.05,"1,000",0
359,845U  康和復興,33.70,0,"10,000"
360,845U,34.70,"1,000",0
361,8560  新    光,33.70,"1,000",0
362,8560,33.85,0,"1,000"
363,8560,33.90,"2,000",0
364,8560,34.10,0,"5,000"
365,8560,34.20,0,"4,000"
366,8560,34.60,0,"10,000"
367,8561  新光台中,33.80,"1,000",0
368,8561,33.85,"1,000",0
369,8562  新光高雄,34.70,"40,000",0
370,8563  新光新竹,34.05,"1,000",0
371,8563,34.20,"1,000",0
372,8840  玉    山,33.80,"1,000",0
373,8840,34.30,"1,000",0
374,8842  玉山新莊,34.65,"1,000",0
375,8847  玉山台南,34.45,"10,000",0
376,8848  玉山嘉義,33.70,0,"1,000"
377,8849  玉山台大,34.20,0,"5,000"
378,8849,34.35,"2,000",0
379,8849,34.70,"3,000",0
380,884B  玉山台中,34.25,"5,000",0
381,884E  玉山城中,33.90,"2,000",0
382,884H  玉山新竹,34.65,0,100
383,884J  玉山大里,33.80,"5,000",0
384,8850  鑫    豐,34.00,"10,000",0
385,8850,34.10,"10,000",0
386,8850,34.20,0,"1,000"
387,8850,34.25,"2,000",0
388,8850,34.30,"10,000",0
389,8850,34.40,0,"1,000"
390,8850,34.45,0,"10,000"
391,8850,34.65,0,"10,000"
392,8880  國泰綜合,33.70,0,"4,000"
393,8880,33.75,0,"18,000"
394,8880,33.80,0,"71,000"
395,8880,33.85,0,"72,000"
396,8880,33.90,0,"80,000"
397,8880,33.95,0,"37,000"
398,8880,34.00,0,"18,000"
399,8880,34.40,0,"6,000"
400,8880,34.50,0,"2,000"
401,8881  國泰高雄,33.85,"1,000",0
