序,證券商,成交單價,買進股數,賣出股數
151,8562  新光高雄,19.70,0,"5,000"
152,8562,19.75,0,"3,000"
153,8563  新光新竹,19.60,0,"3,000"
154,8581  聯邦高雄,19.80,"1,000",0
155,8841  玉山雙和,19.60,"2,000",0
156,8841,19.65,"5,000",0
157,8841,19.70,"10,000",0
158,8841,19.85,"4,000",0
159,8842  玉山新莊,19.60,"1,000",0
160,8842,20.00,300,0
161,8843  玉山高雄,19.70,"2,000",0
162,884B  玉山台中,19.65,"40,000",0
163,884B,19.70,"1,000",0
164,884F  玉山桃園,19.90,"1,000",0
165,884J  玉山大里,19.70,"1,000",0
166,8850  鑫    豐,19.60,"1,000",0
167,8850,19.65,"1,000",0
168,8850,19.70,"1,000",0
169,8881  國泰高雄,19.85,"1,000",0
170,888A  國泰館前,19.75,"1,000",0
171,910D  群益大興,19.75,"3,000",0
172,910D,19.85,0,"3,000"
173,9132  群益成功,19.80,"1,000",0
174,9135  群益經國,19.70,"5,000",0
175,913A  群益上新,19.85,0,"10,000"
176,913D  群益潭子,19.85,0,"3,000"
177,913g  群益南三,19.80,0,"10,000"
178,913H  群益屏東,19.60,"3,000",0
179,9185  群益台南,19.80,"1,000",0
180,9186  群益新竹,19.75,0,"11,000"
181,9187  群益彰化,19.60,"1,000",0
182,9189  群益桃園,19.70,"2,000",0
183,918E  群益南京,19.80,0,"1,000"
184,918E,19.90,"1,000",0
185,918F  群益新店,19.65,"2,000",0
186,918g  群益大甲,19.60,"1,000",0
187,918g,19.70,"1,000",0
188,918J  群益永和,19.60,"1,000",0
189,918K  群益東湖,19.65,0,"5,000"
190,918K,19.70,0,"1,000"
191,918P  群益天母,19.70,"1,000",0
192,918X  群益台北,19.80,"2,000",0
193,918z  群益宜蘭,19.70,"1,000",0
194,9201  凱基陽明,19.90,"1,000",0
195,9202  凱基中港,19.65,"1,000",0
196,9202,19.85,"1,000",0
197,9206  凱基高雄,19.70,"2,000",0
198,9207  凱基永和,19.60,"1,000",0
199,9208  凱基成功,19.65,"3,000",0
200,9208,19.70,"5,000","20,000"
201,9208,19.80,"5,000",0
202,9208,19.90,"10,000",0
203,920F  凱基站前,19.65,"50,000",0
204,920L  凱基民生,19.70,"1,000",0
205,920L,19.75,"17,000",0
206,9214  凱基彰和,19.70,"3,000",0
207,9215  凱基三民,19.75,"1,000",0
208,9215,19.90,"1,000",0
209,921F  凱基天母,19.60,0,"5,000"
210,9221  凱基新竹,19.70,"1,000",0
211,9221,19.75,"2,000",0
212,9227  凱基城中,19.70,0,"1,000"
213,9229  凱基中山,19.75,0,"1,000"
214,9234  凱基竹北,19.90,"1,000",0
215,9257  凱基林口,19.70,"3,000",0
216,9261  凱基北台東,19.65,"3,000",0
217,9261,19.70,"3,000",0
218,9268  凱基台北,19.70,0,"1,000"
219,9268,19.75,0,"6,000"
220,9268,19.80,"2,000",0
221,9269  凱基永春,19.65,0,"1,000"
222,9272  凱基竹科,19.60,0,"2,000"
223,9272,19.70,0,"3,000"
224,9272,19.80,0,"1,000"
225,9283  凱基北門,19.65,0,"1,000"
226,9283,19.70,0,"2,000"
227,9287  凱基內湖,19.65,"1,000",0
228,9302  華南台中,19.65,0,"6,000"
229,9303  華南高雄,19.70,"11,000",0
230,9303,19.75,"10,000",0
231,9307  華南大安,19.70,0,"10,000"
232,9308  華南麻豆,19.80,"2,000",0
233,9312  華南民權,19.70,0,"2,000"
234,9322  華南公誠,19.65,"3,000",0
235,9325  華南忠孝,19.70,"1,000","1,000"
236,9331  華南鳳山,19.75,"1,000",0
237,9335  華南鹽埕,19.75,"1,000",0
238,9343  華南頭份,19.65,"1,000",0
239,9363  華南彰化,19.75,0,"1,000"
240,9364  華南和平,19.75,"27,000",0
241,9364,19.80,"36,000",0
242,9364,19.85,"14,000",0
243,9602  富邦溪湖,19.80,"2,000",0
244,9604  富邦陽明,19.80,"5,000",0
245,9611  富邦忠孝,19.90,"3,000",0
246,9622  富邦園區,19.85,"26,000",0
247,9623  富邦台北,19.60,"1,000",0
248,9624  富邦竹北,19.85,0,"2,000"
249,9625  富邦竹東,19.70,"2,000",0
250,9647  富邦新華,19.60,"2,000",0
251,9647,19.70,"1,000",0
252,9647,19.75,"12,000",0
253,9651  富邦民生,19.90,"1,000",0
254,9654  富邦永和,19.70,"2,000","2,000"
255,9654,19.75,"1,000","1,000"
256,9655  富邦板橋,19.65,"3,000",0
257,9656  富邦三民,19.65,0,"1,000"
258,9656,19.75,"1,000",0
259,9659  富邦高雄,19.70,"1,000",0
260,9663  富邦經紀,19.65,"2,000",0
261,9663,19.70,0,"2,000"
262,9672  富邦員林,19.65,0,"1,000"
263,9676  富邦仁愛,19.60,"10,000",0
264,9676,19.70,"10,000",0
265,9678  富邦北投,19.70,"1,000","2,000"
266,9678,19.85,"4,000",0
267,9678,19.90,"3,000",0
268,9682  富邦中壢,19.85,"1,000",0
269,9686  富邦宜蘭,19.70,"1,000",0
270,9689  富邦重慶,19.65,"2,000",0
271,9689,19.70,"5,000",0
272,9693  富邦新營,19.80,"1,000",0
273,9695  富邦民雄,19.70,"2,000",0
274,980d  元大沙鹿,19.80,0,"1,000"
275,980d,19.90,0,"1,000"
276,980e  元大清水,19.60,"2,000",0
277,980e,19.65,"1,000",0
278,980e,19.70,"2,000",0
279,980g  元大大雅,19.80,"1,000",0
280,980w  元大西屯,20.00,500,0
281,981a  元大歸仁,19.65,0,"1,000"
282,981a,19.75,0,"1,000"
283,981B  元大竹北,19.75,0,"1,000"
284,981D  元大南投,19.75,"30,000",0
285,981e  元大佳里,19.65,"1,000",0
286,981E  元大發財,19.70,"3,000",0
287,981j  元大士林,19.70,"5,000",0
288,981J  元大高福,19.60,"1,000",0
289,981K  元大林園,19.65,0,"4,000"
290,981L  元大莒光,19.60,"1,000",0
291,981n  元大旗山,19.70,"1,000",0
292,981q  元大艋舺,19.65,"1,000",0
293,981R  元大竹山,19.70,0,"5,000"
294,981S  元大崇德,19.65,0,"1,000"
295,981y  元大善化,19.85,0,"3,000"
296,981Z  元大潮州,19.70,"1,000",0
297,9834  元大中壢,20.00,1,0
298,9835  元大員林,19.65,"4,000",0
299,9836  元大重慶,19.60,"2,000",0
300,9837  元大北港,19.70,0,"1,000"
301,9838  元大豐中,19.70,"2,000",0
302,9838,19.75,"8,000",0
303,983a  元大花蓮,19.65,0,"1,000"
304,983G  元大上新,19.70,"1,000",0
305,983i  元大民興,19.75,"2,000",0
306,983W  元大德芳,19.70,"12,000",0
307,9843  元大東高,19.60,0,"4,000"
308,9843,19.75,0,"10,000"
309,984C  元大新中,19.60,"2,000",0
310,984C,19.85,"1,000",0
311,984K  元大館前,19.60,"1,000",0
312,984K,19.70,"2,000",0
313,9853  元大南屯,19.70,"1,000",0
314,9854  元大文心,19.70,"1,000",0
315,9858  元大龍潭,19.65,"2,000","4,000"
316,9858,19.80,0,"2,000"
317,9859  元大經國,19.65,0,"35,000"
318,985A  元大豐原,19.70,"1,000",0
319,9866  元大樹板,19.65,"2,000",0
320,9866,19.75,"2,000",0
321,9866,19.85,"2,000",0
322,9867  元大北成,19.65,"1,000","10,000"
323,9869  元大新盛,19.70,"1,000",0
324,9869,19.85,"1,000",0
325,9871  元大忠孝,19.65,"1,000",0
326,9876  元大前金,19.65,"1,000",0
327,9877  元大金天,19.85,"1,000",0
328,987A  元大楊梅,19.65,"1,000",0
329,9887  元大經紀,19.65,"12,000",0
330,9887,19.70,"11,000",0
331,9887,19.75,"5,000",0
332,9887,19.85,"4,000",0
333,9888  元大鑫永,19.60,"1,000",0
334,9891  元大永和,19.80,"1,000",0
335,9894  元大北桃,19.70,"1,000",0
336,9896  元大台南,19.80,"5,000",0
337,9897  元大土城,19.65,0,"3,000"
338,9897,19.75,"1,000",0
339,989a  元大苑裡,19.65,"1,000",0
340,989a,19.70,"1,000",0
341,989e  元大中和,19.70,0,"9,000"
342,989e,19.75,0,"8,000"
343,989e,19.85,0,"5,000"
344,989E  元大草屯,19.70,"2,000",0
345,989E,19.90,"3,000",0
346,989f  元大東港,19.80,0,"12,000"
347,989F  元大高雄,19.70,"2,000",0
348,989i  元大西湖,19.70,"1,000",0
349,989i,19.90,"1,000",0
350,989J  元大彰生,19.65,"1,000",0
351,989m  元大信義,19.65,0,"18,000"
352,989Q  元大汐止,19.65,"3,000",0
353,989Q,19.70,"5,000",0
354,989W  元大站前,19.65,"19,000","10,000"
355,989X  元大民生,19.80,"1,000",0
356,989Z  元大小港,19.65,"1,000",0
357,989Z,19.70,0,"20,000"
358,989Z,19.75,"1,000",0
359,989Z,19.80,0,"10,000"
360,9A91  永豐松山,19.70,0,"3,000"
361,9A93  永豐大稻,19.75,"2,000",0
362,9A96  永豐博愛,19.65,"1,000",0
363,9A99  永豐中壢,19.85,0,"1,000"
364,9A9c  永豐永康,19.65,"2,000",0
365,9A9d  永豐古亭,19.60,"1,000",0
366,9A9j  永豐嘉義,19.65,0,"4,000"
367,9A9k  永豐桃中,19.70,"1,000",0
368,9A9Q  永豐豐原,19.70,"3,000",0
369,9A9Q,19.75,"5,000",0
370,9A9Q,19.90,"1,000",0
371,9A9S  永豐南京,19.75,0,"20,000"
372,9A9z  永豐大安,19.70,"2,000",0
