序,證券商,成交單價,買進股數,賣出股數
747,7007,69.00,"7,000",0
748,7007,69.10,"3,000",0
749,7007,70.10,0,"2,000"
750,7008  兆豐三重,68.70,0,"1,000"
751,7008,69.00,"2,000",0
752,7008,69.10,0,"5,000"
753,7009  兆豐景美,68.70,"2,000",0
754,7009,68.90,0,"1,000"
755,700a  兆豐忠孝,68.60,"1,000",0
756,700a,68.80,"1,000",0
757,700a,68.90,"1,000",0
758,700a,69.00,"1,000","3,000"
759,700b  兆豐中壢,68.70,0,"1,000"
760,700B  兆豐板橋,68.90,"1,000",0
761,700c  兆豐民生,68.70,"1,000",0
762,700C  兆豐來福,68.80,"1,000",0
763,700d  兆豐彰化,69.00,"1,000",0
764,700d,70.30,0,"2,000"
765,700D  兆豐西螺,68.80,"3,000",0
766,700E  兆豐斗南,68.80,"1,000",0
767,700E,68.90,0,"1,000"
768,700E,69.00,"5,000",0
769,700E,69.10,0,"1,000"
770,700E,69.60,"20,000",0
771,700f  兆豐鹿港,68.90,"1,000","3,000"
772,700f,70.30,0,"2,000"
773,700g  兆豐南門,68.80,"2,000",0
774,700g,68.90,0,"2,000"
775,700h  兆豐三民,68.80,"1,000",0
776,700h,68.90,"1,000",0
777,700h,69.00,0,100
778,700H  兆豐東門,69.00,0,"10,000"
779,700I  兆豐北高,68.90,"1,000",0
780,700I,70.00,"2,000",0
781,700j  兆豐大安,68.90,"2,000",0
782,700j,69.00,"2,000",0
783,700J  兆豐公益,68.70,"1,000",0
784,700J,68.90,"1,000","1,000"
785,700J,69.00,"1,329","1,000"
786,700J,69.10,0,"1,000"
787,700k  兆豐員林,68.80,0,"20,000"
788,700k,68.90,"2,000",0
789,700K  兆豐新營,68.70,0,"5,000"
790,700K,68.90,"1,000","10,000"
791,700K,69.70,0,"3,000"
792,700K,69.80,"1,000",0
793,700L  兆豐天母,69.00,"1,000",0
794,700M  兆豐桃園,68.80,"1,000",0
795,700N  兆豐埔墘,68.70,"1,000",0
796,700N,69.60,0,"1,000"
797,700N,70.00,0,"5,000"
798,700p  兆豐復興,68.80,0,"3,000"
799,700p,69.10,"10,000",0
800,700P  兆豐南京,68.90,"1,000",0
801,700P,69.50,0,"1,000"
802,700q  兆豐內湖,68.90,0,"3,000"
803,700q,69.00,0,10
804,700r  兆豐寶成,68.70,0,"1,000"
805,700r,68.90,0,"6,000"
806,700R  兆豐小港,68.70,0,"6,000"
807,700R,68.90,"1,000",0
808,700R,69.00,0,"2,000"
809,700R,69.20,0,"1,000"
810,700R,70.00,"2,000","1,000"
811,700s  兆豐岡山,69.00,"1,000",0
812,700S  兆豐大同,69.10,"7,000","1,000"
813,700U  兆豐桃鶯,68.80,"1,000",0
814,700U,68.90,"1,000",0
815,700U,69.00,0,"10,000"
816,700V  兆豐新竹,68.50,0,"2,000"
817,700V,68.80,0,"1,000"
818,700V,68.90,"6,000","1,000"
819,700V,69.00,"1,000",0
820,700V,69.10,"1,000","1,000"
821,700V,69.70,"4,000",0
822,700V,70.00,"1,000",0
823,700w  兆豐新莊,68.60,"1,000",0
824,700w,68.70,"1,000",0
825,700w,68.80,"1,000",0
826,700w,69.10,0,"1,000"
827,700w,70.30,"2,000",0
828,700W  兆豐城中,68.70,"1,000",0
829,700W,68.90,0,"2,000"
830,700W,69.00,0,"1,000"
831,700W,69.10,0,"1,000"
832,700W,69.50,"2,000",0
833,700W,70.10,"2,000",0
834,700W,70.30,"1,000",0
835,700X  兆豐永和,68.90,"1,000",0
836,700Y  兆豐世貿,68.70,0,"2,000"
837,700Y,69.00,"3,000",0
838,700Z  兆豐高雄,68.50,"1,000",0
839,700Z,68.60,"1,000",0
840,700Z,69.50,"1,000",0
841,700Z,69.70,"1,000",0
842,7020  信    富,68.90,"1,000",0
843,7020,69.20,"1,000",0
844,7030  致    和,68.70,"1,000",0
845,7033  致和府前,68.90,"2,000",0
846,7033,69.00,"1,000",0
847,7034  致和金華,68.80,0,"1,000"
848,7034,68.90,0,"2,000"
849,7036  致和高雄,68.90,"20,000",0
850,7036,69.00,"2,000","3,000"
851,7038  致和南京,69.10,"1,000","2,000"
852,703A  致和日陞,68.70,"1,000",0
853,703A,69.60,"1,000",0
854,703B  致和崇德,68.90,"1,000",0
855,7070  豐    農,68.90,"1,000",0
856,7070,69.50,"1,000",0
857,7070,69.80,"1,000",0
858,7080  石    橋,68.70,"2,000",0
859,7080,69.50,0,"2,000"
860,7081  石橋台北,68.90,0,"1,000"
861,7670  金    港,68.70,0,"1,000"
862,7670,69.70,"1,000",0
863,7750  北    城,68.80,0,"1,000"
864,7750,69.00,0,"2,000"
865,7780  富    星,68.70,"3,000",0
866,7790  國票綜合,68.50,"1,000",0
867,7790,68.70,"1,000",0
868,7790,68.80,"1,000",0
869,7790,68.90,"3,000","1,000"
870,7790,69.00,0,"1,000"
871,7790,69.20,"1,000",0
872,7791  國票台東,68.70,"1,000",0
873,7791,69.00,0,"7,000"
874,7791,70.30,"5,000",0
875,7792  國票北投,68.90,"1,000",0
876,7792,69.10,"2,000","1,000"
877,7792,70.00,"1,000",0
878,7797  國票中正,68.80,"5,000",0
879,7798  國票內壢,68.80,"5,000",0
880,7798,69.00,0,"4,000"
881,779c  國票敦北,68.80,"1,000",0
882,779c,68.90,"2,000",0
883,779c,69.00,"3,000",0
884,779c,69.10,0,"1,000"
885,779c,69.90,"1,000",0
886,779D  國票台南,68.80,"1,000",0
887,779D,68.90,"1,000","7,000"
888,779e  國票新化,68.70,"1,000",0
889,779e,68.90,0,"10,000"
890,779e,69.80,0,"5,000"
891,779E  國票南崁,68.70,"1,000",0
892,779E,68.80,"1,000","1,000"
893,779E,69.00,0,"1,000"
894,779I  國票北台,68.60,0,"1,000"
895,779I,68.70,0,"1,000"
896,779j  國票和平,68.80,"2,000",0
897,779j,69.00,"6,000",0
898,779J  國票北高,68.70,0,"1,000"
899,779J,68.90,0,"1,000"
900,779J,69.50,"1,000",0
901,779L  國票蘆洲,68.70,"2,000",0
902,779L,69.00,"1,000",0
903,779L,70.00,"2,000",0
904,779m  國票中港,68.90,"2,000","2,000"
905,779m,69.00,"1,000",0
906,779m,69.10,"1,000",0
907,779n  國票南京,68.50,"1,000",0
908,779n,69.00,0,"1,000"
909,779r  國票桃國,69.20,0,"5,000"
910,779u  國票長城,69.00,"6,000",0
911,779w  國票景新,68.70,"1,000",0
912,779w,68.80,"2,000",0
913,779w,69.10,"1,000",0
914,779w,69.20,"1,000",0
915,779w,70.00,"1,000",0
916,779W  國票彰化,69.00,0,"6,000"
917,779X  國票中和,68.90,0,"1,000"
918,779Z  國票安和,68.90,"7,000",0
919,779Z,69.10,"5,000",0
920,7900  金    豐,68.80,"10,000",0
921,8150  台    新,68.80,0,"2,000"
922,815A  台新高雄,68.80,"2,000",0
923,8380  安    泰,68.90,"5,000",0
924,8380,69.00,"2,000",0
925,8382  安泰楠梓,68.80,"2,000",0
926,8382,69.60,"1,000",0
927,8440  摩根大通,68.80,0,"28,000"
928,8440,68.90,0,"23,000"
929,8440,69.00,0,"40,000"
930,8440,69.10,0,"3,000"
931,8440,70.10,0,"1,000"
932,8450  康    和,68.70,0,"2,000"
933,8450,69.00,0,"3,000"
934,8450,69.90,0,"15,000"
935,8450,70.10,0,"2,000"
936,8451  康和延平,68.70,0,"5,000"
937,8451,68.90,"2,000",0
938,8454  康和新營,68.80,0,"2,000"
939,8454,68.90,0,"1,000"
940,8454,70.30,0,"5,000"
941,8455  康和台中,69.50,0,"10,000"
942,8456  康和新竹,68.70,"6,000",0
943,8456,68.90,"2,000",0
944,8458  康和台南,68.60,0,"1,000"
945,8458,68.70,"1,000","1,000"
946,8458,68.80,0,"1,000"
947,8458,69.00,0,"6,000"
948,8458,69.20,0,"1,000"
949,8458,69.80,0,"1,000"
950,8458,70.20,"1,000",0
951,8458,70.30,0,"1,000"
952,8459  康和嘉義,68.80,"1,000","1,000"
953,8459,68.90,"2,000",0
954,8459,69.00,0,"20,000"
955,8459,69.80,0,"2,000"
956,845A  康和內湖,68.90,"2,000",0
957,845A,70.00,"1,000",0
958,845B  康和永和,68.90,"1,000","5,000"
959,845B,69.00,"1,000",0
960,845B,69.70,"2,000",0
961,845C  康和太平,69.00,0,150
962,845D  康和板橋,68.70,0,"20,000"
963,845D,68.80,0,"17,000"
964,845E  康和澎湖,68.80,"10,000",0
965,845E,68.90,0,"10,000"
966,845E,70.00,"5,000",0
967,845F  康和仁愛,68.80,"1,000",0
968,845I  康和古亭,68.80,"1,000","1,000"
969,845I,68.90,0,"1,000"
970,845I,69.00,"3,000",0
971,845I,70.00,"2,000",0
972,845J  康和高雄,68.80,"2,000",0
973,845J,68.90,"4,000",0
974,845J,69.00,"4,000",0
975,845N  康和員林,68.70,0,"10,000"
976,845S  康和南崁,69.00,0,"8,010"
977,845U  康和復興,68.80,"5,000",0
978,845U,69.00,"3,000","15,000"
979,845X  康和屏東,69.00,0,"3,000"
980,845X,69.10,"1,000",0
981,8490  萬    泰,68.70,"1,000",0
982,8520  中    農,68.80,"2,000",0
983,8520,68.90,0,"2,000"
984,8560  新    光,68.50,"3,000",0
985,8560,68.60,"1,000",0
986,8560,68.70,"9,000","8,000"
987,8560,68.80,"13,000",0
988,8560,68.90,"21,000","9,000"
989,8560,69.00,"3,000","32,298"
990,8560,69.10,"2,000","1,000"
991,8560,69.70,"1,000",0
992,8560,69.80,"8,000",0
993,8560,69.90,"1,000",0
994,8560,70.00,"3,000",0
995,8560,70.10,"1,000",0
996,8560,70.30,"2,000",0
997,8561  新光台中,68.70,"1,000",0
998,8561,68.80,"1,000",0
999,8561,68.90,"1,000","2,000"
1000,8561,69.20,"1,000",0
1001,8561,70.30,"1,000",0
1002,8562  新光高雄,68.90,0,"1,000"
1003,8562,69.10,"1,000",0
1004,8563  新光新竹,68.60,"2,000",0
1005,8563,68.80,"1,000",0
1006,8563,68.90,"1,000","2,000"
1007,8563,69.00,"1,000","2,000"
1008,8563,69.60,"1,000",0
1009,8563,69.80,"3,000",0
1010,8581  聯邦高雄,69.00,"2,000",0
1011,8583  聯邦仁愛,68.80,"1,000",0
1012,8583,69.60,0,"1,000"
1013,8710  陽   信,69.00,"2,000",0
1014,8711  陽信石牌,69.80,"1,000",0
1015,8840  玉    山,68.70,"5,000","3,000"
1016,8840,68.80,0,"3,000"
1017,8840,68.90,"5,000","9,000"
1018,8840,69.00,"1,000","19,000"
1019,8840,69.10,"5,000",0
1020,8840,69.70,0,"1,000"
1021,8840,69.90,0,"2,000"
1022,8841  玉山雙和,68.70,"1,000",0
1023,8841,68.80,"2,000",0
1024,8841,68.90,"2,000",0
1025,8841,69.90,"1,000",0
1026,8842  玉山新莊,68.80,0,"5,000"
1027,8842,68.90,0,"1,000"
1028,8843  玉山高雄,68.70,"1,000","1,000"
1029,8843,68.90,"2,000","1,000"
1030,8843,69.90,"2,000",0
1031,8844  玉山松江,68.70,"2,000",0
1032,8844,70.30,"1,000",0
1033,8846  玉山土城,68.50,"6,000",0
1034,8846,68.70,"11,000",0
1035,8846,68.80,"4,000",0
1036,8846,68.90,"3,000",0
1037,8846,69.00,"1,000",0
1038,8846,69.50,"5,000",0
1039,8846,69.60,"6,000",0
1040,8846,69.70,"6,000",0
1041,8846,69.80,"7,000",0
1042,8846,69.90,"5,000",0
1043,8846,70.00,"4,000",0
1044,8846,70.10,"1,000",0
1045,8846,70.20,"1,000",0
1046,8846,70.30,"3,000",0
1047,8848  玉山嘉義,68.70,"2,000",0
1048,8848,68.80,0,"1,000"
1049,8848,68.90,0,"2,000"
1050,8848,69.00,"1,000",0
1051,8848,69.50,"1,000",0
1052,8848,69.70,0,"2,000"
1053,8848,69.80,"1,000",0
1054,8848,70.00,"1,000",0
1055,8849  玉山台大,68.80,"1,000",0
1056,8849,68.90,0,"10,000"
1057,8849,69.50,"1,000",0
1058,884B  玉山台中,68.60,"2,000",0
1059,884B,68.90,0,"2,000"
1060,884D  玉山左營,68.80,"1,000",0
1061,884E  玉山城中,68.90,"4,000","4,000"
1062,884F  玉山桃園,68.90,"1,000",0
1063,884G  玉山金華,68.70,"10,000",0
1064,884G,69.10,"10,000",0
1065,884G,69.70,0,"10,000"
1066,884H  玉山新竹,68.70,0,"4,000"
1067,884H,69.00,"1,000","3,000"
1068,884I  玉山內湖,68.70,"3,000",0
1069,884I,68.90,"1,000",0
1070,884I,69.00,"8,000",0
1071,884J  玉山大里,68.70,"3,000",0
1072,884J,69.00,"5,000",0
1073,8850  鑫    豐,68.70,"1,000",0
1074,8850,68.80,"3,000",0
1075,8850,68.90,"1,000","1,000"
1076,8850,69.00,"1,000","1,120"
1077,8850,69.10,0,"1,000"
1078,8850,69.20,0,"1,000"
1079,8880  國泰綜合,68.70,0,"1,000"
1080,8880,68.90,0,"6,000"
1081,8881  國泰高雄,68.90,0,"2,000"
1082,8881,69.00,"5,000","2,000"
1083,8881,69.10,"1,000",0
1084,8881,69.20,0,"1,000"
1085,8881,70.10,0,"1,000"
1086,8882  國泰台中,69.00,"3,000","2,000"
1087,8886  國泰新莊,68.90,"5,000",0
1088,888A  國泰館前,68.80,"1,000",0
1089,888A,69.00,"1,000",0
1090,888K  國泰板橋,68.70,"2,000",0
1091,888K,68.80,"4,000",0
1092,888K,68.90,"1,000",0
1093,888K,69.00,"2,000",0
1094,888K,69.70,0,"5,000"
1095,888K,69.80,"5,000","2,000"
1096,888K,70.10,0,"3,000"
1097,8960  上海匯豐,68.90,0,"2,000"
1098,9100  群益,68.50,0,"1,000"
1099,9100,68.60,0,"1,000"
1100,9100,68.70,0,"2,000"
1101,9100,69.00,0,"1,000"
1102,9100,70.30,0,"1,000"
1103,9101  群益敦南,68.80,"3,000",0
1104,9101,69.00,"1,000",0
1105,9101,70.00,"1,000",0
1106,9105  群益高盛,68.50,"1,000",0
1107,9105,68.60,0,"1,000"
1108,9105,68.70,0,"2,000"
1109,9105,68.80,0,"1,000"
1110,9105,68.90,"1,000",0
1111,9105,69.20,"1,000",0
1112,9108  群益海山,68.70,"10,000",0
1113,9108,68.80,"2,000","1,000"
1114,9108,68.90,"2,000","2,000"
1115,910D  群益大興,68.80,"3,000",0
1116,910D,69.50,"5,000",0
1117,9133  群益新興,68.70,0,"1,000"
1118,9133,68.80,"1,000",0
1119,9133,68.90,"1,000","1,000"
1120,9134  群益開元,68.70,"1,000",0
1121,9135  群益經國,68.80,"2,000","10,000"
1122,9135,68.90,"11,000",0
1123,9135,69.00,"3,000",0
1124,9135,69.50,"1,000",0
1125,9135,69.90,0,"1,000"
1126,9136  群益西松,68.70,"1,000",0
1127,9136,68.90,"1,000",0
1128,9137  群益士林,69.90,"1,000",0
1129,913A  群益上新,69.10,0,"3,000"
1130,913B  群益新壢,68.80,"1,000",0
1131,913B,69.10,"1,000",0
1132,913C  群益信義,68.80,"1,000",0
1133,913D  群益潭子,68.60,"5,000",0
1134,913D,68.90,"2,000",0
1135,913D,69.10,0,"9,000"
1136,913e  群益城中,68.70,0,"1,000"
1137,913e,68.80,"1,000",0
1138,913e,68.90,"1,000",0
1139,913E  群益基隆,68.90,"1,000","2,000"
1140,913F  群益文化,68.70,"8,000",0
1141,913g  群益南三,68.80,"3,000","2,000"
1142,913H  群益屏東,68.90,0,"10,000"
1143,913I  群益萬華,68.90,"4,000",0
1144,913I,69.00,"9,000",0
1145,913I,69.10,0,"10,000"
1146,913j  群益復興,68.80,0,"20,000"
1147,913j,68.90,"4,000",0
1148,913j,69.00,"18,000",0
1149,913J  群益五甲,69.00,0,"1,000"
1150,913K  群益員林,68.90,"1,000",0
1151,913N  群益土城,69.00,"1,000",0
1152,913R  群益五福,68.80,"2,000",0
1153,913U  群益崇德,68.90,"2,000",0
1154,913U,69.00,"1,000",0
1155,913Y  群益館前,68.80,"1,000","10,000"
1156,913Y,68.90,"1,000",0
1157,913Y,70.00,"1,000",0
1158,9182  群    益,69.00,0,"10,000"
1159,9183  群益高雄,68.70,"1,000",0
1160,9183,68.80,"2,000","1,000"
1161,9183,68.90,"1,000",0
1162,9183,69.00,0,"1,000"
1163,9183,69.10,"22,000","1,000"
1164,9184  群益台中,68.80,0,"1,000"
1165,9185  群益台南,68.90,"1,000",0
1166,9186  群益新竹,68.70,"1,000",0
1167,9186,68.80,"12,000",0
1168,9186,68.90,"8,000",0
1169,9186,69.00,"21,000",0
1170,9186,69.10,"5,000","10,000"
1171,9186,70.30,"1,000",0
1172,9187  群益彰化,68.80,"1,000",0
1173,9187,68.90,"5,000","3,000"
1174,9187,69.00,"2,000",0
1175,9188  群益三民,68.70,"1,000","2,000"
1176,9188,68.80,"2,000",0
1177,9188,68.90,0,"1,000"
1178,9188,69.10,0,"2,000"
1179,9188,69.70,"1,000",0
1180,9188,69.90,"1,000",0
1181,9188,70.00,"1,000",0
1182,9188,70.10,"3,000",0
1183,9189  群益桃園,68.70,"2,000",0
1184,9189,68.90,"2,000",0
1185,918A  群益中壢,69.00,"1,000",0
1186,918A,69.80,"1,000",0
1187,918A,70.00,"1,000",0
1188,918B  群益板橋,68.80,0,"2,000"
1189,918B,68.90,0,"30,000"
1190,918c  群益鳳山,68.70,"1,000",0
1191,918c,68.80,0,"1,000"
1192,918c,68.90,"1,000",0
1193,918c,69.00,0,531
1194,918C  群益古亭,68.60,"2,000",0
1195,918C,68.80,"2,000",0
1196,918C,68.90,"7,000",0
1197,918C,70.00,"5,000",0
1198,918C,70.10,0,"3,000"
1199,918d  群益內湖,68.50,"1,000",0
1200,918d,68.70,"1,000",0
1201,918d,68.90,"1,000","2,000"
1202,918D  群益東門,68.80,0,"3,000"
1203,918D,68.90,"3,000",0
1204,918D,69.00,"2,000",0
1205,918D,69.10,"1,000","1,000"
1206,918e  群益大安,68.80,"1,000",0
1207,918E  群益南京,68.70,"1,000",0
1208,918E,69.00,85,0
1209,918E,69.10,"1,000",0
1210,918F  群益新店,68.50,"2,000",0
1211,918F,68.90,"6,000","1,000"
1212,918F,69.00,"3,000",0
1213,918F,69.60,"1,000",0
1214,918g  群益大甲,68.70,"1,000",0
1215,918g,68.90,"2,000",0
1216,918g,69.10,"2,000",0
1217,918g,69.70,"1,000",0
1218,918H  群益中山,68.80,"5,000",0
1219,918J  群益永和,68.60,"2,000",0
1220,918J,68.70,"1,000",0
1221,918J,68.90,"4,000",0
1222,918J,69.10,"1,000","3,000"
1223,918J,69.90,"2,000",0
1224,918J,70.30,"1,000",0
1225,918k  群益西屯,68.80,"2,000",0
1226,918K  群益東湖,68.60,0,"9,000"
1227,918K,69.00,0,"1,000"
1228,918K,69.20,0,"1,000"
1229,918L  群益建成,69.10,0,"1,000"
1230,918M  群益嘉義,68.70,"1,000",0
1231,918M,68.80,"1,000",0
1232,918M,68.90,"1,000",0
1233,918M,69.00,"1,000","4,000"
1234,918M,69.60,"10,000",0
1235,918P  群益天母,68.90,"25,000",0
1236,918P,69.00,"20,000",0
1237,918P,70.00,0,"5,000"
1238,918R  群益大直,68.80,0,"5,000"
1239,918s  群益丹鳳,68.70,0,"2,000"
1240,918s,68.80,0,"3,000"
1241,918u  群益瑞豐,69.00,"6,000","1,000"
1242,918u,69.80,"2,000",0
1243,918u,70.00,"1,000",0
1244,918W  群益忠孝,68.60,"1,000",0
1245,918W,68.70,"1,000",0
1246,918W,68.90,"1,000",0
1247,918x  群益延平,68.80,"1,000",0
1248,918x,69.80,"2,000",0
1249,918X  群益台北,68.80,"1,000",0
1250,918X,68.90,"12,000",0
1251,918z  群益宜蘭,68.90,"1,000",0
1252,918z,69.00,"5,000",0
1253,9200  凱基,68.90,0,"20,000"
1254,9200,69.00,0,"3,000"
1255,9200,69.80,0,"15,000"
1256,9201  凱基陽明,68.80,0,"1,000"
1257,9201,68.90,"1,000","1,000"
1258,9202  凱基中港,68.70,0,"1,000"
1259,9202,68.80,"1,000",0
1260,9202,68.90,"5,000",0
1261,9202,69.00,"1,020",0
1262,9203  凱    基,68.90,"1,000",0
1263,9203,69.00,0,"13,000"
1264,9203,69.90,"1,000",0
1265,9204  凱基台中,68.60,"2,000",0
1266,9204,68.70,"9,000",0
1267,9204,69.00,"2,000",0
1268,9204,69.10,"5,000","1,000"
1269,9204,69.20,"2,000",0
1270,9204,69.50,"7,000",0
1271,9204,69.70,"1,000",0
1272,9204,69.80,"1,000",0
1273,9204,69.90,"1,000",0
1274,9205  凱基三重,68.60,"1,000",0
1275,9205,68.70,"1,000","5,000"
1276,9205,68.90,0,"20,000"
1277,9205,69.00,0,"25,000"
1278,9205,69.10,"1,000","10,000"
1279,9205,69.50,0,"1,000"
1280,9205,69.90,"1,000",0
1281,9206  凱基高雄,69.80,"1,000",0
1282,9207  凱基永和,68.70,0,"1,000"
1283,9207,68.90,"1,000",0
1284,9207,69.10,"1,000",0
1285,9208  凱基成功,68.80,"5,000",0
1286,9208,69.20,"1,000",0
1287,9208,69.80,0,"5,000"
1288,9209  凱基岡山,68.90,"1,000",0
1289,920A  凱基板橋,68.70,"6,000",0
1290,920A,68.80,"7,000",0
1291,920A,68.90,"1,000","33,000"
1292,920A,69.00,"15,000","1,000"
1293,920A,69.10,0,"13,000"
1294,920A,69.50,"10,000",0
1295,920A,69.70,"4,000",0
1296,920A,70.00,"4,000",0
1297,920C  凱基雙和,68.90,"3,000",0
1298,920C,69.00,0,"2,000"
1299,920D  凱基市府,68.90,"3,000","1,000"
1300,920D,69.00,"1,000",0
1301,920D,69.20,0,"1,000"
1302,920E  凱基南台,68.70,0,"7,000"
1303,920E,68.80,"3,000",0
1304,920F  凱基站前,68.70,"1,000",0
1305,920F,68.80,0,"2,000"
1306,920F,68.90,"2,000",0
1307,920G  凱基卦山,68.70,0,"1,000"
1308,920G,69.00,"1,000",0
1309,920H  凱基基隆,68.80,"4,000",0
1310,920M  凱基宜蘭,68.80,"2,000",0
1311,920M,68.90,"5,000",0
1312,920M,69.00,"1,000","4,000"
1313,920M,69.10,0,"2,000"
1314,920N  凱基湖口,68.90,"1,000","1,000"
1315,920N,69.10,"3,000",0
1316,920S  凱基建工,68.90,"1,000",0
1317,920V  凱基新店,69.20,0,"1,000"
1318,920X  凱基館前,68.80,"1,000",0
1319,920Z  凱基台東,68.90,0,"5,000"
1320,9211  凱基台南,68.80,"1,000",0
1321,9211,68.90,"2,000",0
1322,9211,69.00,"5,000",0
1323,9211,69.50,"2,000",0
1324,9215  凱基三民,69.50,"1,000",0
1325,9216  凱基信義,68.70,"4,000","1,000"
1326,9216,68.80,0,"40,000"
1327,9216,68.90,"5,000","30,000"
1328,9216,69.00,0,"2,000"
1329,9216,69.20,0,"5,000"
1330,9216,69.50,0,"6,000"
1331,9216,70.00,0,"2,000"
1332,9217  凱基松山,68.90,"1,000","2,000"
1333,9217,69.00,"3,000",0
1334,9218  凱基大直,68.90,"2,000",0
1335,9218,70.00,"5,000",0
1336,9219  凱基一心,68.70,0,"5,000"
1337,9219,68.90,0,"5,000"
1338,9219,69.00,"2,000",0
1339,921A  凱基大雅,68.90,"1,000",0
1340,921C  凱基民權,68.80,"6,000",0
1341,921E  凱基三峽,68.80,"10,000","1,000"
1342,921E,68.90,"1,000",0
1343,921E,69.00,"10,000",0
1344,921G  凱基五股,68.70,"1,000",0
1345,921G,70.10,"1,000",0
1346,921J  凱基土城,68.90,"2,000","1,000"
1347,921J,69.10,0,"1,000"
1348,921J,69.90,"1,000",0
1349,921M  凱基八德,68.90,"6,000",0
1350,921M,69.00,0,60
1351,921P  凱基蘆洲,68.80,"1,000",0
1352,921P,68.90,"10,000",0
1353,921P,69.10,"5,000",0
1354,921S  凱基上新莊,68.90,0,"10,000"
1355,921Y  凱基東勢,68.80,0,"1,000"
1356,921Y,68.90,"1,000",0
1357,9221  凱基新竹,68.70,"1,000",0
1358,9221,68.80,"3,000",0
1359,9221,68.90,"6,000",0
1360,9221,69.00,"5,000",0
1361,9222  凱基嘉義,69.00,"2,000","1,000"
1362,9222,69.80,0,"1,000"
1363,9223  凱基豐中,68.60,0,"3,000"
1364,9223,70.00,"1,000",0
1365,9225  凱基內埔,68.70,"1,000",0
1366,9226  凱基汐止,68.80,0,"2,000"
1367,9226,68.90,"1,000",0
1368,9226,69.00,0,"2,000"
1369,9227  凱基城中,68.90,0,"10,000"
1370,9227,69.00,0,"1,000"
1371,9227,69.20,"10,000",0
1372,9227,70.30,"1,000",0
1373,9229  凱基中山,69.00,0,"1,000"
1374,9229,69.80,"1,000",0
1375,922H  凱基復興,68.70,"2,000","6,000"
1376,922H,69.00,"5,000",0
1377,922H,69.50,0,"1,000"
1378,9232  凱基建成,68.80,"1,000","1,000"
1379,9233  凱基長庚,68.80,"1,000",0
1380,9233,69.00,0,"1,000"
1381,9233,70.30,0,"1,000"
1382,9234  凱基竹北,68.70,"2,000","2,000"
1383,9234,69.00,"5,000","5,019"
1384,9234,69.10,0,"1,000"
1385,9234,69.60,"1,000",0
1386,9235  凱基永華,68.60,0,"1,000"
1387,9235,69.00,"2,000",0
1388,9236  凱基虎尾,68.90,"3,000",0
1389,9237  凱基敦北,68.80,0,"1,000"
1390,9237,68.90,"1,000",0
1391,9238  凱基士林,68.70,"4,000",0
1392,9243  凱基七賢,68.70,"1,000",0
1393,9251  凱基松江,70.00,0,"1,000"
1394,9252  凱基嘉南,68.90,0,"7,000"
1395,9252,69.80,"10,000",0
1396,9252,70.10,"2,000",0
1397,9254  凱基科園,68.80,"2,000",0
1398,9254,69.10,0,"1,000"
1399,9255  凱基和平,68.70,"2,000",0
1400,9255,68.90,"1,000",0
1401,9256  凱基南崁,68.70,0,"1,000"
1402,9256,68.90,0,"2,000"
1403,9257  凱基林口,68.80,0,"1,000"
1404,9257,68.90,"2,000",0
1405,9259  凱基北高,69.80,"2,000",0
1406,9262  凱基前鎮,68.90,"5,000",0
1407,9262,69.00,"1,000",0
1408,9263  凱基府城,68.90,"5,000",0
1409,9263,69.00,"1,000",0
1410,9263,70.00,"1,000",0
1411,9266  凱基新豐,68.90,"2,000",0
1412,9268  凱基台北,68.70,0,"1,000"
1413,9268,68.80,"1,000","8,000"
1414,9268,68.90,"21,000","7,000"
1415,9268,69.00,0,"1,000"
1416,9268,69.10,0,"9,000"
1417,9268,70.00,0,"4,000"
1418,9269  凱基永春,68.70,"2,000","1,000"
1419,9269,68.80,"5,000",0
1420,9269,68.90,0,"5,000"
1421,9269,69.00,200,0
1422,9269,69.10,0,"1,000"
1423,9269,69.70,"1,000",0
1424,9272  凱基竹科,68.90,"18,000",0
1425,9272,69.00,0,"1,040"
1426,9272,70.00,"5,000",0
1427,9273  凱基竹東,68.80,"1,000",0
1428,9273,68.90,"4,000",0
1429,9274  凱基鳳山,68.90,"12,000",0
1430,9274,69.70,"5,000",0
1431,9274,69.80,"10,000",0
1432,9275  凱基三多,68.80,"1,000",0
1433,9275,68.90,"5,000",0
1434,9276  凱基苗栗,69.80,0,"4,000"
1435,9277  凱基幸福,68.80,"1,000",0
1436,9277,68.90,0,"1,000"
1437,9278  凱基永康,69.00,"5,000","3,000"
1438,9278,69.10,"2,000",0
1439,9278,69.90,"1,000",0
1440,9283  凱基北門,68.70,"1,000",0
1441,9283,68.80,"1,000",0
1442,9283,69.00,"1,000",0
1443,9283,69.10,0,"1,000"
1444,9283,69.20,0,"1,000"
1445,9285  凱基中壢,68.70,0,"1,000"
1446,9285,69.60,"1,000",0
1447,9286  凱基彰化,68.80,"2,000",0
1448,9288  凱基埔墘,68.80,"5,000",0
1449,9288,69.00,"1,000",0
1450,9288,69.10,"1,000",0
1451,9289  凱基興隆,68.70,"5,000",0
1452,9289,68.90,0,"7,000"
1453,9289,69.00,"2,000",0
1454,9289,70.00,"2,000",0
1455,9291  凱基大安,68.70,"1,000",0
1456,9291,68.80,"2,000",0
1457,9291,68.90,0,"1,000"
1458,9293  凱基忠孝,68.70,"1,000",0
