序,證券商,成交單價,買進股數,賣出股數
98,109K  工銀忠孝,68.60,"2,000",0
99,1110  企    銀,68.50,0,"15,000"
100,1110,68.70,"2,000",0
101,1110,69.10,0,"30,000"
102,1111  企銀台中,69.00,"1,000",0
103,1112  企銀台南,69.00,"1,000","1,000"
104,1113  企銀九如,68.70,0,"10,000"
105,1113,68.80,0,"1,000"
106,1113,68.90,0,"2,000"
107,1115  企銀太平,68.90,0,"3,000"
108,1115,70.30,"3,000",0
109,1116  企銀屏東,68.80,0,"2,000"
110,1116,69.00,"1,000",0
111,1119  企銀岡山,68.90,"1,000",0
112,111G  企銀埔墘,69.00,0,"10,000"
113,1160  日    盛,68.70,"1,000",0
114,1160,68.80,0,"22,000"
115,1160,68.90,"2,000","4,000"
116,1160,69.00,0,"1,000"
117,1160,69.60,0,"1,000"
118,1161  日盛忠孝,69.00,0,102
119,1162  日盛台南,68.70,"1,000",0
120,1162,69.70,"1,000",0
121,1163  日盛台中,68.60,"1,000",0
122,1163,68.70,"6,000",0
123,1163,68.80,"2,000",0
124,1163,68.90,"2,000",0
125,1163,69.00,"1,000",0
126,1163,69.90,"1,000",0
127,1163,70.00,"1,000",0
128,1163,70.10,"1,000",0
129,1165  日盛板橋,68.80,"2,000",0
130,1165,68.90,"1,000",0
131,1166  日盛雙和,68.80,"2,000",0
132,1166,68.90,"11,000",0
133,1166,69.00,"1,000",0
134,1167  日盛嘉義,68.70,"6,000",0
135,1167,68.80,"2,000",0
136,1167,68.90,"3,000",0
137,1167,69.00,"5,000",0
138,1168  日盛高雄,68.90,0,"1,000"
139,1168,69.00,"2,000",0
140,1168,69.80,"1,000",0
141,116A  日盛木柵,68.90,"2,000",0
142,116A,69.00,"4,000","4,000"
143,116A,69.10,"1,000",0
144,116A,70.00,"3,000",0
145,116b  日盛園區,68.70,"1,000",0
146,116b,68.90,"1,000",0
147,116b,69.00,"1,000",0
148,116b,69.60,"1,000",0
149,116b,70.00,"1,000",0
150,116B  日盛中壢,68.90,0,"2,000"
151,116C  日盛八德,68.80,"1,000",0
152,116C,69.00,"2,000",0
153,116C,69.90,"1,000",0
154,116d  日盛三峽,68.70,"1,000",0
155,116e  日盛竹北,69.00,0,"5,000"
156,116f  日盛復興,68.60,"1,000",0
157,116F  日盛員林,68.70,"1,000",0
158,116F,68.90,"1,000","2,000"
159,116g  日盛龍潭,68.70,0,"1,000"
160,116g,69.10,0,"4,000"
161,116G  日盛景美,68.70,"1,000","5,000"
162,116G,68.80,"1,000",0
163,116G,68.90,"1,000",0
164,116G,69.00,"3,000",0
165,116G,69.90,"1,000",0
166,116H  日盛新竹,68.50,"4,000",0
167,116H,68.90,"4,000","11,000"
168,116H,69.00,"8,010",0
169,116H,69.10,"1,000",0
170,116H,69.80,"1,000",0
171,116H,70.00,"10,000",0
172,116i  日盛樹林,68.60,"1,000",0
173,116i,68.90,"1,000",0
174,116i,69.10,"2,000",0
175,116I  日盛南京,68.80,0,"2,000"
176,116I,68.90,"1,000",0
177,116I,69.00,"2,000",0
178,116j  日盛頭份,68.80,"6,000",0
179,116j,68.90,"5,000",0
180,116j,69.00,"1,000",0
181,116j,69.80,"2,000",0
182,116J  日盛中山,68.70,"2,000",0
183,116J,68.80,"1,000",0
184,116J,68.90,"5,000",0
185,116k  日盛高雄,68.90,"1,000",0
186,116k,69.00,"1,000",0
187,116K  日盛花蓮,69.00,"3,000",0
188,116L  日盛大墩,68.70,"10,000",0
189,116L,68.80,"10,000","7,000"
190,116L,68.90,0,"3,000"
191,116L,69.50,"2,000",0
192,116m  日盛和美,68.70,"1,000",0
193,116m,68.90,"2,000",0
194,116N  日盛永康,69.00,0,1
195,116P  日盛信義,68.70,"1,000",0
196,116P,68.80,"2,000",0
197,116P,68.90,"2,000","1,000"
198,116P,69.20,"1,000",0
199,116P,70.00,"1,000",0
200,116r  日盛文化,68.70,"5,000",0
201,116r,68.90,0,"1,000"
202,116r,69.00,"3,000",0
203,116r,69.10,0,"10,000"
204,116r,69.90,"5,000",0
205,116s  日盛土城,68.80,"1,000",0
206,116S  日盛新莊,68.80,"1,000",0
207,116S,68.90,"2,000",0
208,116S,69.50,"3,000",0
209,116U  日盛桃園,68.80,"1,000",0
210,116U,69.50,"1,000",0
211,116v  日盛幸福,68.80,"5,000",0
212,116V  日盛斗六,68.90,"1,000",0
213,116V,69.00,"1,000","5,000"
214,116W  日盛鳳山,68.80,"2,000",0
215,116W,68.90,"2,000",0
216,116W,69.10,0,"1,000"
217,116Z  日盛中和,68.70,"3,000",0
218,116Z,68.80,"10,000",0
219,116Z,68.90,"5,000",0
220,116Z,69.00,"2,000",0
221,116Z,69.50,"5,000",0
222,1230  彰    銀,69.80,"1,000",0
223,1230,69.90,"4,000",0
224,1232  彰銀七賢,68.70,"5,000",0
225,1232,68.90,"5,000",0
226,1232,69.10,"5,000",0
227,1233  彰銀台中,68.90,"1,000",0
228,1260  宏    遠,68.80,"5,000",0
229,1260,68.90,"29,000",0
230,1260,69.00,"6,000",0
231,1260,69.10,"3,000",0
232,1260,70.10,"2,000",0
233,1260,70.30,"5,000",0
234,126D  宏遠台南,68.90,"1,000","2,000"
235,126D,69.00,"1,000","1,000"
236,126Q  宏遠高雄,68.90,"2,000","6,000"
237,126Q,69.00,0,"2,000"
238,126Q,69.10,0,"1,000"
239,126Q,69.80,0,"1,000"
240,126U  宏遠館前,68.70,"1,000",0
241,126U,68.80,"2,000",0
242,126U,68.90,"1,000",0
243,126V  宏遠板橋,68.90,0,"20,000"
244,126X  宏遠新竹,68.80,"3,000",0
245,126X,68.90,"1,000",0
246,1360  港麥格理,68.80,0,"10,000"
247,1440  美林,68.60,"9,000",0
248,1440,68.70,"10,000",0
249,1440,68.80,"5,000",0
250,1440,69.00,"12,000",0
251,1440,69.10,"2,000",0
252,1440,69.50,"13,000",0
253,1440,69.60,"1,000",0
254,1440,69.70,"3,000",0
255,1440,69.80,"7,000",0
256,1440,69.90,"6,000",0
257,1440,70.00,"8,000",0
258,1440,70.10,"2,000",0
259,1440,70.30,"4,000",0
260,1470  台灣摩根,68.70,0,"19,000"
261,1470,68.80,"4,000","15,000"
262,1470,68.90,"17,000","34,000"
263,1470,69.00,"7,000","24,000"
264,1470,69.10,"7,000","4,000"
265,1470,69.20,"4,000",0
266,1470,69.90,0,"9,000"
267,1470,70.00,0,"4,000"
268,1480  美商高盛,68.80,"2,000","1,000"
269,1480,68.90,"4,000","1,000"
270,1480,69.10,"1,000",0
271,1480,70.30,"1,000","1,000"
272,1520  瑞士信貸,68.60,"6,000","6,000"
273,1520,68.70,0,"20,000"
274,1520,68.80,"1,000","117,000"
275,1520,68.90,"1,000","109,000"
276,1520,69.00,"11,000","101,000"
277,1520,69.10,0,"13,000"
278,1520,69.20,0,"4,000"
279,1520,69.80,0,"4,000"
280,1520,69.90,0,"4,000"
281,1520,70.00,0,"4,000"
282,1520,70.10,0,"2,000"
283,1520,70.30,0,"2,000"
284,1530  德意志,68.80,0,"4,000"
285,1530,68.90,0,"21,000"
286,1530,69.00,0,"8,000"
287,1570  港商法興,68.90,0,"4,000"
288,1570,69.00,0,"3,000"
289,1570,70.30,0,"4,000"
290,1650  瑞銀,68.50,0,"14,000"
291,1650,68.60,0,"44,000"
292,1650,68.70,0,"93,000"
293,1650,68.80,0,"83,000"
294,1650,68.90,0,"121,000"
295,1650,69.00,0,"97,660"
296,1650,69.10,0,"3,000"
297,1650,69.20,0,"14,000"
298,1650,69.50,0,"40,000"
299,1650,69.60,0,"11,000"
300,1650,69.70,0,"6,000"
301,1650,69.80,0,"30,000"
302,1650,69.90,0,"12,000"
303,1650,70.00,0,"27,000"
304,1650,70.10,0,"10,000"
305,1650,70.30,"1,000","15,000"
306,2180  亞    東,68.80,"1,000","1,000"
307,2180,69.70,0,"11,000"
308,2181  亞東板橋,68.60,"5,000",0
309,2181,68.70,"1,000",0
310,2181,68.90,"10,000","1,000"
311,2181,69.00,"1,000",0
312,2181,69.10,"5,000",0
313,2181,69.80,"2,000",0
314,2181,70.00,"1,000",0
315,2181,70.10,"1,000",0
316,2184  亞東新竹,68.80,"1,000",0
317,2184,68.90,"1,000","11,000"
318,2184,69.00,0,"1,000"
319,2185  亞東台南,70.30,"1,000",0
320,2186  亞東高雄,69.00,0,"1,000"
321,2187  亞東台中,68.90,"2,000",0
322,2187,69.00,0,"1,000"
323,5050  大    展,68.70,"1,000",0
324,5059  大展武昌,68.80,"1,000",0
325,5059,68.90,"5,000",0
326,5110  富    隆,68.70,0,"3,000"
327,5112  富隆長安,69.00,"2,000",0
328,5260  大    慶,68.60,"1,000",0
329,5260,68.70,"2,000",0
330,5260,68.80,"6,000",0
331,5260,68.90,"15,000",0
332,5260,69.00,"16,000",0
333,5260,69.10,"4,000",0
334,5260,70.00,"3,000",0
335,5261  大慶蘆洲,68.70,"4,000",0
336,5261,68.80,"3,000",0
337,5261,68.90,"7,000",0
338,5261,69.00,"3,000",0
339,5262  大慶楊梅,68.80,"2,000","1,000"
340,5264  大慶高雄,68.90,"2,000",0
341,5265  大慶苗栗,68.80,"1,000",0
342,5265,68.90,"1,000",0
343,5265,69.10,0,"4,000"
344,5265,69.80,"1,000",0
345,5265,70.00,"1,000",0
346,5267  大慶基隆,68.70,"1,000",0
347,5267,68.90,"1,000",0
348,5267,69.00,"2,000",0
349,5268  大慶台南,68.50,"2,000",0
350,5268,68.70,"1,000",0
351,5268,69.20,0,"1,000"
352,5268,69.80,"1,000",0
353,5269  大慶台中,68.80,0,"20,000"
354,526A  大慶中和,68.80,"5,000","3,000"
355,526A,70.10,"1,000",0
356,526K  大慶富順,68.70,"2,000",0
357,526K,68.80,"1,000",0
358,526K,68.90,"2,000",0
359,526K,69.00,"1,000",0
360,526K,69.10,0,"2,000"
361,526K,69.20,0,"1,000"
362,526K,70.00,"2,000",0
363,5320  高    橋,68.80,"1,000",0
364,5320,68.90,"2,000",0
365,5320,69.00,"3,000",0
366,5320,69.20,"2,000",0
367,5321  高橋龍潭,68.90,"1,000",0
368,5322  高橋中壢,68.80,"1,000",0
369,5323  高橋內壢,68.80,"1,000",0
370,5323,69.70,"5,000",0
371,5380  第一金證,68.80,"10,000",0
372,5380,69.10,"1,000",0
373,5381  第一員林,68.60,"1,000",0
374,5381,70.00,0,"1,000"
375,5381,70.30,0,"1,000"
376,5384  第一台南,68.70,"1,000",0
377,5384,68.80,"20,000",0
378,5384,69.00,"1,000",0
379,5385  第一桃園,68.70,"1,000",0
380,5385,69.00,"1,000","1,000"
381,5386  第一彰化,68.70,"1,000",0
382,5386,68.90,0,"9,000"
383,5386,69.90,"1,000",0
384,5389  第一中山,68.90,"1,000",0
385,538A  第一新興,68.90,"1,000",0
386,538A,69.00,"1,000",0
387,538B  第一新竹,68.70,"1,000","6,000"
388,538C  第一光復,68.90,"1,000",0
389,538C,69.00,0,50
390,538D  第一忠孝,68.70,"2,000",0
391,538D,68.80,"1,000",0
392,538D,68.90,"2,000","4,000"
393,538F  第一稻埕,68.80,0,"3,000"
394,538F,68.90,"11,000",0
395,538F,69.50,0,"11,000"
396,538G  第一中和,69.00,"19,000",0
397,538I  第一頭份,69.00,"2,000",0
398,538I,69.10,"5,000",0
399,538M  第一嘉義,68.80,"1,000",0
400,538M,69.00,0,"3,000"
401,538N  第一豐原,68.60,0,"2,000"
402,538N,68.80,"1,000",0
403,538P  第一路竹,68.70,0,"2,000"
404,538U  第一士林,68.90,0,"1,000"
405,538V  第一灣內,68.90,"1,000",0
406,538Y  第一中壢,68.70,"2,000",0
407,538Y,69.00,0,"1,000"
408,538Y,69.50,"2,000",0
409,5460  寶    盛,69.00,"5,000",0
410,5600  永    興,68.70,0,"3,000"
411,5600,68.80,"1,000",0
412,5600,69.00,"5,000",0
413,5602  永興水湳,68.90,"1,000",0
414,5602,69.00,"10,000",0
415,5602,69.10,"1,000",0
416,5603  永興台中,68.90,"2,000",0
417,5660  日    進,68.70,"3,000",0
418,5660,68.80,"2,000",0
419,5690  豐    興,68.70,"2,000",0
420,5690,69.20,"2,000",0
421,5690,69.70,"1,000",0
422,5690,69.80,"1,000",0
423,5691  豐興后里,68.80,"1,000",0
424,5691,69.00,"9,000",0
425,5850  統    一,68.60,"2,000",0
426,5850,68.70,"2,000",0
427,5850,68.80,"2,000","7,000"
428,5850,68.90,"19,000","10,000"
429,5850,69.00,"15,000","17,000"
430,5850,69.60,"1,000",0
431,5850,69.80,0,"1,000"
432,5850,69.90,"1,000",0
433,5851  統一高雄,68.80,0,"5,000"
434,5852  統一敦南,68.80,"1,000",0
435,5852,69.00,"3,000",0
436,5854  統一城中,68.70,"1,000",0
437,5854,68.80,"1,000",0
438,5854,68.90,0,"1,000"
439,5854,69.90,0,"10,000"
440,5854,70.00,0,"1,000"
441,5856  統一台中,68.70,"1,000",0
442,5856,68.80,"1,000",0
443,5856,68.90,"2,000","2,000"
444,5856,69.00,"3,000",0
445,5856,69.70,"1,000",0
446,5857  統一新竹,68.60,"3,000",0
447,5857,68.80,"5,000",0
448,5857,68.90,"21,000",0
449,5857,69.00,"28,000",0
450,5857,69.20,0,"8,000"
451,5858  統一嘉義,68.80,"1,000",0
452,5859  統一屏東,68.70,"3,000",0
453,585A  統一基隆,68.70,0,"2,000"
454,585A,68.90,0,"2,000"
455,585B  統一永和,68.60,0,"1,000"
456,585B,69.90,"1,000",0
457,585B,70.00,"1,000",0
458,585d  統一新店,68.70,"1,000",0
459,585d,69.80,"1,000",0
460,585E  統一新營,68.80,"1,000",0
461,585G  統一延平,69.00,"1,000",0
462,585G,70.00,"1,000",0
463,585H  統一桃園,68.50,"2,000",0
464,585H,68.70,"5,000",0
465,585H,68.80,"1,000",0
466,585H,68.90,"2,000",0
467,585H,69.80,"1,000",0
468,585H,69.90,"1,000",0
469,585I  統一員林,69.60,"2,000",0
470,585J  統一三重,68.90,"3,000",0
471,585J,69.00,"3,000",0
472,585J,69.50,"16,000",0
473,585L  統一豐原,69.00,"2,000",0
474,585M  統一士林,68.80,0,"1,000"
475,585M,69.10,"1,000",0
476,585P  統一板橋,68.80,0,"1,000"
477,585Q  統一三多,68.80,"2,000",0
478,585Q,69.00,"2,000",0
479,585R  統一汐止,68.90,"4,000",0
480,585R,69.80,0,"1,000"
481,585S  統一宜蘭,68.60,"5,000",0
482,585S,68.90,"3,000",0
483,585U  統一南京,68.90,"41,000","3,000"
484,585U,69.00,"2,000",0
485,585U,70.30,"3,000",0
486,585V  統一古亭,68.70,"1,000","1,000"
487,585V,69.00,"1,000",0
488,585Z  統一松江,68.90,"1,000",0
489,5920  元    富,68.70,0,"3,000"
490,5920,68.80,"10,000","9,000"
491,5920,68.90,"30,000","6,000"
492,5920,69.00,0,"3,000"
493,5920,69.10,"5,000",0
494,5920,69.50,0,"12,000"
495,5920,69.60,0,"5,000"
496,5920,69.70,0,"5,000"
497,5921  元富高雄,68.70,"1,000",0
498,5921,68.80,"4,000","2,000"
499,5921,68.90,"1,000",0
500,5921,69.00,"4,100","10,000"
501,5921,69.60,"3,000",0
502,5922  元富新店,68.70,"1,000","2,000"
503,5922,68.80,0,"1,000"
504,5922,69.50,"1,000",0
505,5922,69.60,"1,000",0
506,5922,69.70,"1,000",0
507,5922,70.20,0,"5,000"
508,5922,70.30,"1,000",0
509,5923  元富三重,68.80,"1,000",0
510,5923,68.90,0,"2,000"
511,5923,69.80,"2,000",0
512,5925  元富台中,68.70,0,"1,000"
513,5925,69.50,"1,000",0
514,5926  元富四維,68.90,"3,000",0
515,5926,69.10,0,"3,000"
516,5926,69.90,"1,000",0
517,5927  元富林園,68.90,0,"3,000"
518,5927,69.50,0,"10,000"
519,5928  元富新莊,68.80,"2,000","2,000"
520,5928,68.90,"1,000","1,000"
521,5928,69.50,"2,000",0
522,5928,69.80,"10,000",0
523,5929  元富台南,68.70,"5,000","1,000"
524,5929,68.80,"5,000",0
525,5929,69.00,"1,000","10,000"
526,5929,69.10,"5,000",0
527,592a  元富松德,68.70,0,"10,000"
528,592a,68.80,"1,000",0
529,592a,68.90,"5,000",0
530,592a,69.00,"11,000",0
531,592a,69.10,0,"5,000"
532,592A  元富緯城,68.80,0,"1,000"
533,592A,68.90,0,"4,000"
534,592b  元富板橋,68.90,"2,000",0
535,592B  元富永和,68.60,"3,000",0
536,592B,68.80,"1,000","6,000"
537,592B,68.90,"2,000",0
538,592B,69.10,"2,000",0
539,592c  元富烏日,69.00,"1,000",0
540,592C  元富潮洲,69.00,0,50
541,592C,70.10,"2,000",0
542,592d  元富延平,68.50,"1,000",0
543,592d,68.60,"1,000",0
544,592d,68.70,"1,000",0
545,592d,68.80,"2,000",0
546,592d,68.90,"5,000",0
547,592d,69.00,"1,000",0
548,592D  元富大昌,68.50,0,"1,000"
549,592D,68.80,0,"3,000"
550,592D,68.90,"2,000",0
551,592D,69.10,"4,000","10,000"
552,592D,69.90,"1,000",0
553,592e  元富古亭,68.60,"1,000",0
554,592e,68.90,0,"1,000"
555,592e,69.00,0,"1,000"
556,592E  元富城中,68.90,"1,000",0
557,592g  元富中原,68.70,"1,000",0
558,592g,68.80,"1,000",0
559,592g,69.00,0,"1,000"
560,592G  元富新竹,68.70,"1,000",0
561,592G,69.00,"2,000",0
562,592G,69.10,"1,000",0
563,592H  元富信義,68.70,"3,000",0
564,592H,68.90,0,"3,000"
565,592H,69.00,"2,000",0
566,592I  元富嘉義,68.60,0,"3,000"
567,592I,68.70,"1,000",0
568,592I,68.80,"1,000",0
569,592j  元富府中,68.70,"1,000",0
570,592J  元富松山,68.90,"5,000",0
571,592J,69.60,"1,000",0
572,592l  元富大裕,68.50,"1,000",0
573,592l,69.80,"1,000",0
574,592L  元富中壢,69.00,0,"1,000"
575,592m  元富成功,68.80,"6,000",0
576,592m,68.90,"10,000","2,000"
577,592m,69.00,"1,000",0
578,592m,70.00,"5,000",0
579,592M  元富彰化,68.50,"5,000",0
580,592n  元富西松,68.60,"2,000",0
581,592n,68.90,"3,000","1,000"
582,592n,69.00,0,"2,000"
583,592n,69.10,0,"1,000"
584,592N  元富虎尾,68.90,0,"1,000"
585,592o  元富新興,68.80,"1,000",0
586,592P  元富同大,68.60,0,"4,000"
587,592P,68.90,"13,000",0
588,592P,69.00,0,"1,000"
589,592P,69.10,0,"1,000"
590,592P,69.50,"20,000",0
591,592P,69.60,"1,000",0
592,592P,69.80,0,"1,000"
593,592q  元富屏東,68.70,"1,000",0
594,592q,68.80,0,"1,000"
595,592q,69.10,"1,000","1,000"
596,592Q  元富敦南,69.00,0,"5,000"
597,592r  元富城東,68.70,0,"4,000"
598,592r,68.80,"1,000","2,000"
599,592r,68.90,0,"1,000"
600,592r,69.80,"2,000",0
601,592r,69.90,"1,000",0
602,592u  元富世貿,68.80,"1,000","3,000"
603,592u,68.90,"3,000",0
604,592U  元富宜蘭,68.70,"1,000",0
605,592v  元富桃園,69.00,"1,000",0
606,592V  元富民權,69.70,"2,000",0
607,592W  元富吉利,69.00,"1,000",0
608,592z  元富文心,68.70,0,"5,000"
609,592z,68.80,"1,000","10,000"
610,592z,68.90,0,"11,000"
611,592z,69.00,"1,000",0
612,592z,69.50,0,"20,000"
613,592z,69.60,0,"20,000"
614,592Z  元富安南,68.90,"1,000",0
615,592Z,69.00,"1,000",0
616,592Z,69.50,"15,000",0
617,592Z,70.30,"1,000",0
618,5960  日    茂,68.90,0,"30,000"
619,5960,69.00,0,"20,000"
620,5964  日茂霧峰,68.70,"1,000",0
621,6010  ★    亞,68.60,"4,000",0
622,6010,68.70,"3,000",0
623,6010,69.90,"1,000",0
624,6010,70.30,"1,000",0
625,6012  ★亞網路,68.90,"1,000",0
626,6012,69.00,"1,000",0
627,6012,69.10,"1,000",0
628,6160  中國信託,68.80,"9,000",0
629,6160,68.90,"34,000",0
630,6160,69.00,"57,000",0
631,6163  中信託永,68.80,0,"1,000"
632,6163,68.90,0,"3,000"
633,6163,69.00,"1,000","2,000"
634,6163,69.50,"1,000",0
635,6164  中信託文,68.90,"1,000",0
636,6164,69.00,"1,000","1,000"
637,6164,69.20,"1,000",0
638,6164,70.10,0,"1,000"
639,6165  中信託新,68.70,"1,000",0
640,6165,68.90,"1,000",0
641,616K  中信託高,68.60,"1,000",0
642,616K,68.70,"3,000",0
643,616K,70.00,"1,000",0
644,6210  新 百 王,68.50,0,"1,000"
645,6210,69.00,0,"2,000"
646,6380  光    和,68.50,"1,000",0
647,6380,69.00,"1,000","1,000"
648,6380,69.20,0,"1,000"
649,6381  光和溪湖,68.90,"5,000",0
650,6381,69.00,0,"5,000"
651,6381,70.00,"5,000",0
652,6382  光和田中,68.80,"1,000",0
653,6450  永    全,68.90,"3,000",0
654,6450,69.00,"1,000",0
655,6450,70.30,0,"1,000"
656,6451  永全南崁,68.80,0,"3,000"
657,6451,69.00,0,10
658,6451,69.10,"10,000",0
659,6460  大    昌,68.60,"1,000","4,000"
660,6460,68.90,0,"11,000"
661,6460,69.50,"10,000",0
662,6461  大昌樹林,68.80,"24,000",0
663,6461,68.90,"47,000","5,000"
664,6461,69.00,"55,000",0
665,6461,69.10,0,"1,000"
666,6461,69.90,"1,000","10,000"
667,6463  大昌新竹,68.70,0,"1,000"
668,6464  大昌新店,68.80,"7,000",0
669,6464,68.90,"1,000",0
670,6464,69.00,"5,000",0
671,6480  福    邦,68.70,"1,000",0
672,6480,69.10,"1,000",0
673,6530  大    眾,68.60,"1,000",0
674,6530,70.00,0,"1,000"
675,6531  大眾左楠,68.60,"1,000",0
676,6531,68.70,0,"1,000"
677,6531,68.80,0,"3,000"
678,6531,68.90,"2,000","2,000"
679,6531,69.00,"3,000","1,000"
680,6531,69.20,0,"1,000"
681,6531,69.80,"2,000",0
682,6531,70.10,"1,000",0
683,6532  大眾松江,68.90,"1,000",0
684,6533  大眾台南,68.80,"2,000",0
685,6533,69.10,"1,000",0
686,6534  大眾中山,69.00,"5,000",0
687,6536  大眾新莊,68.90,0,"2,000"
688,6536,69.00,"3,000",0
689,6536,69.60,"1,000",0
690,6536,70.10,"1,000",0
691,6538  大眾新營,68.70,"2,000",0
692,6538,68.80,"1,000",0
693,6538,68.90,"1,000",0
694,6538,69.10,0,"1,000"
695,653A  大眾台東,68.90,"5,000",0
696,653C  大眾通營,68.80,"2,000",0
697,653C,68.90,"2,000",0
698,653C,69.10,"1,000",0
699,653E  大眾鳳山,68.80,"1,000","1,000"
700,653E,68.90,"1,000",0
701,653J  大眾台中,68.90,"10,000",0
702,653J,69.70,"1,000",0
703,6640  渣打商銀,68.80,"3,000",0
704,6640,68.90,"1,000","1,000"
705,6640,69.00,"1,000",0
706,6641  渣打新明,69.00,"2,000",0
707,6641,69.10,"1,000",0
708,6641,69.20,0,"1,000"
709,6642  渣打新興,68.70,"1,000",0
710,6642,68.80,"1,000",0
711,6642,68.90,0,"6,000"
712,6642,69.00,"1,000",0
713,6645  渣打竹南,68.70,"2,000",0
714,6645,69.00,"3,000",0
715,6648  渣打新社,68.70,"1,000",0
716,6648,68.90,"2,000",0
717,664A  渣打南崁,68.80,"1,000",0
718,664A,69.10,"2,000",0
719,664D  渣打三多,69.10,"1,000",0
720,6910  德    信,68.70,"4,000",0
721,6910,68.80,"5,000",0
722,6910,69.10,"5,000",0
723,6911  德信台北,69.00,"1,000",0
724,6912  德信中正,68.70,"2,000",0
725,6912,68.80,"2,000",0
726,6912,69.00,"2,000",0
727,6914  德信三重,68.70,0,"20,000"
728,6915  德信和平,69.00,"1,000",0
729,6950  福    勝,68.80,"1,000","1,000"
730,6950,68.90,"1,000",0
731,7000  兆豐,68.70,0,"46,000"
732,7000,68.90,"2,000",0
733,7000,69.00,"20,000","25,000"
734,7000,69.80,0,"10,000"
735,7000,70.10,"2,000",0
736,7001  兆豐嘉義,68.90,"1,000",0
737,7001,69.00,"1,000",0
738,7003  兆豐台中,69.00,0,"2,000"
739,7005  兆豐中港,68.90,0,"1,000"
740,7005,70.00,"1,000",0
741,7006  兆豐台南,68.70,"1,000",0
742,7006,69.10,"1,000",0
743,7006,70.00,0,"5,000"
744,7006,70.10,0,"8,000"
745,7006,70.30,0,"2,000"
746,7007  兆豐竹北,68.70,0,"1,000"
